m,lam,parity,Jstar,Jsize,mu,vpi,vpi_minus_mu,Mvec,valvec
12,5|3|3|3|2|2|2|1|1|1|1,0,0|2|4|6,4,12,21,9,4283383104|2607276672|1582384752|957552336|577729776|347512932|208381146|124545456|74182528|44023128|26022132|15315696|8971776,12|19|12|15|12|15|12|21|22|19|16|23|30
12,5|3|3|3|2|2|1|1|1|1|1|1,0,0|2,2,4,6,2,2802961700|1736617575|1071092225|657740965|402195430|244906900|148508640|89674900|53915680|32271085|19224975|11395615|6718250,4|5|4|7|6|15|20|17|18|13|12|15|14
12,5|3|3|3|2|1|1|1|1|1|1|1|1,0,0|2,2,6,8,2,1199250360|760394250|479109510|300059694|186832404|115676055|71225055|43615845|26562676|16087041|9686835|5797935|3448170,6|7|6|9|8|11|10|13|12|13|12|15|14
12,5|3|3|3|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,23,11,287650880|187598400|121370480|77914672|49642032|31397740|19717170|12295420|7614112|4682312|2859000|1732940|1042360,12|17|12|15|12|15|12|17|18|19|18|19|18
12,5|3|3|2|2|2|2|2|2|1,0,0|2,2,6,8,2,1606268664|983548566|601053258|366473250|222876576|135164809|81719151|49240758|29562232|17677395|10524573|6235977|3675276,6|7|6|9|14|11|10|15|14|13|12|15|16
12,5|3|3|2|2|2|2|1|1|1|1|1,0,0|2,2,4,6,2,2038725612|1277896851|797602311|495710820|306763446|189007566|115933158|70782453|43008168|26000325|15634197|9346986|5553306,4|5|4|11|6|13|12|13|14|13|12|17|14
12,5|3|3|2|2|2|1|1|1|1|1|1|1,1,3|5|7|9,4,21,25,4,1240436736|793250304|504289792|318739584|200314368|125177056|77780544|48053712|29515136|18019728|10932672|6589088|3943104,24|23|22|21|22|21|22|21|22|21|24|25|24
12,5|3|3|2|2|1|1|1|1|1|1|1|1|1,0,0|2,2,6,8,2,535422888|351128778|228517978|147612972|94653780|60257119|38086179|23901549|14892556|9211905|5655597|3445222|2081442,6|7|6|11|8|11|10|13|12|13|12|17|14
12,5|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,25438644|17788617|12310347|8429841|5711496|3828601|2539113|1665993|1081444|694449|441063|276969|171864,4|5|4|7|10|11|10|13|12|13|12|15|18
12,5|3|2|2|2|2|2|2|2|2,0,0|2,2,6,8,2,264769560|165960630|103808970|64769490|40293312|24983070|15432300|9493005|5812620|3541023|2145105|1291455|772200,6|7|6|9|16|13|14|13|12|13|12|15|18
12,5|3|2|2|2|2|2|1|1|1|1|1|1,0,0|2,2,8,10,2,566918352|367675308|237211884|152232912|97169592|61677993|38923857|24415986|15218448|9422028|5791716|3532914|2137212,8|9|8|15|10|11|10|15|16|17|16|17|16
12,5|3|2|2|2|2|1|1|1|1|1|1|1|1,0,0|2,2,8,10,2,320338480|212398340|139865460|91472920|59413256|38321955|24542995|15604190|9846480|6164676|3827880|2356200|1436820,8|9|8|13|10|11|10|15|16|17|18|21|16
12,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,8171900|5951275|4287825|3055155|2151960|1497900|1029980|699400|468840|310145|202375|130185|82500,4|5|4|7|10|15|14|19|14|13|12|15|16
12,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,886788|671517|502911|372249|272136|196356|139734|98007|67704|46035|30789|20241|13068,4|5|4|7|10|15|12|13|14|13|12|15|16
12,5|2|2|2|2|2|2|1|1|1|1|1|1|1,0,0|2|4|6,4,14,21,7,73220224|49344064|33064864|22027648|14586336|9597776|6272916|4070276|2620352|1672384|1057132|661012|408232,14|17|14|21|14|19|14|17|20|25|16|19|18
12,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,19,7,978880|744800|560880|417792|307632|223760|160650|113750|79352|54472|36740|24300|15720,12|15|12|33|12|19|12|15|14|19|16|19|18
12,4|4|4|4|4|2|2,0,0|4,2,8,10,2,1308811504|725536812|403137592|224512574|125314332|70098600|39295190|22073030|12423600|7005938|3958104|2240117|1269862,8|9|10|9|8|17|12|15|16|15|18|15|14
12,4|4|4|4|3|3|1|1,0,0|4,2,8,10,2,3212537328|1804142340|1014814320|571746006|322642164|182362648|103237830|58535400|33240032|18903942|10766556|6140805|3507570,8|9|12|9|8|17|12|19|18|15|16|15|14
12,4|4|4|4|2|2|2|1|1,0,0|2,2,8,10,2,4164400240|2399056660|1382058860|796253276|458835104|264474665|152500765|87974005|50776124|29323196|16944620|9798250|5670280,8|9|8|11|14|11|10|13|12|17|16|17|18
12,4|4|4|4|2|2|1|1|1|1,0,0|2,2,8,10,2,3706773840|2162284740|1259719380|733158864|426377232|247832805|144005175|83661480|48602988|28238544|16410060|9539310|5547960,8|9|8|15|12|11|10|19|12|21|16|17|18
12,4|4|4|3|3|3|2|1,1,5|7,2,19,20,1,4351373312|2483120640|1418926080|811865600|465097984|266757712|153172640|88048040|50666112|29185120|16828224|9712560|5610880,24|23|26|25|20|19|20|19|22|23|24|23|26
12,4|4|4|3|3|3|1|1|1,0,0|4,2,8,10,2,3824449200|2203215300|1269777600|732170790|422409780|243842430|140848260|81408795|47084460|27250650|15782400|9146775|5304750,8|9|16|9|8|13|14|13|12|15|30|15|14
12,4|4|4|3|3|2|2|2,0,0|2|4|6,4,12,16,4,3331520192|1919245328|1106587664|638527344|368715984|213064306|123205014|71292102|41280848|23919364|13868932|8046808|4671744,12|13|12|15|12|13|12|15|16|17|16|21|28
12,4|4|4|3|3|1|1|1|1|1|1,0,0|2|4|6,4,14,18,4,2416267392|1444507680|861247200|512314176|304155808|180277372|106706380|63088200|37265424|21995988|12975564|7650720|4509120,14|15|14|19|14|15|14|19|16|17|16|25|24
12,4|4|4|3|2|1|1|1|1|1|1|1,1,5|7,2,21,22,1,2008326144|1233374208|754114560|459257856|278701568|168601952|101716544|61218000|36767488|22042944|13194816|7887792|4709760,26|25|30|29|22|21|22|21|24|25|24|23|26
12,4|4|4|2|2|2|2|2|2,0,0|4,2,12,14,2,908596416|543182640|324498720|193696776|115517584|68830944|40976900|24374560|14487984|8605716|5108628|3030930|1797180,12|13|14|13|12|21|14|23|16|17|16|17|16
12,4|4|4|2|2|2|1|1|1|1|1|1,0,0|4,2,8,10,2,1510167120|935647020|577291440|354822402|217316396|132669130|80755510|49026005|29693132|17946306|10826340|6519975|3920070,8|9|12|9|8|13|12|13|12|15|16|15|14
12,4|4|4|2|2|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,688400856|436486050|275118480|172452267|107547570|66757392|41261940|25405830|15589280|9536526|5817888|3540405|2149290,6|7|12|7|6|19|14|15|18|15|22|15|14
12,4|4|3|3|3|3|2|2,0,0|2|4|6,4,12,16,4,1835735616|1070845776|625415856|365657760|213987696|125331674|73459314|43083324|25282320|14843844|8719308|5124108|3012768,12|13|12|17|12|13|12|17|16|17|16|19|22
12,4|4|3|3|3|2|2|2|1,1,3|5,2,15,16,1,3807451648|2255501248|1336424128|791961456|469347840|278159908|164848808|97691328|57889216|34301192|20323376|12041216|7134336,18|17|16|15|22|15|16|25|20|19|20|35|26
12,4|4|3|3|3|2|2|1|1|1,0,0|4,2,8,10,2,4933212592|2949203180|1761861640|1051857422|627596508|374248182|223053600|132875015|79118340|47089994|28016884|16663955|9909130,8|9|10|9|8|13|20|13|12|15|16|15|14
12,4|4|3|3|3|2|1|1|1|1|1,1,3|5,2,15,16,1,3389050368|2056760640|1245591360|752928912|454364544|273778788|164741400|99007620|59435808|35644320|21357216|12786840|7650720,18|17|16|15|18|15|16|17|18|23|22|21|22
12,4|4|3|3|3|1|1|1|1|1|1|1,0,0|2|4|6,4,14,18,4,1223823744|758238624|468003744|287879904|176538336|107960268|65857188|40083108|24346352|14760804|8934612|5400252|3259872,14|15|14|17|14|15|14|17|16|17|16|19|22
12,4|4|3|3|2|2|2|2|1|1,0,0|4,2,12,14,2,3624401088|2193025296|1325695360|800609832|483022320|291126264|175294548|105448140|63373744|38054196|22832268|13689566|8203140,12|13|18|13|12|17|14|17|16|17|16|17|16
12,4|4|3|3|2|2|2|1|1|1|1,0,0|4,2,8,10,2,3706773840|2269727460|1386871560|845741466|514786404|312788670|189738090|114916515|69499332|41975658|25321320|15258375|9186210,8|9|10|9|8|13|12|13|12|15|18|15|14
12,4|4|3|3|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,239850072|157292982|102424212|66249711|42582342|27209622|17292132|10934322|6882288|4313682|2693484|1676169|1040094,6|7|8|7|6|13|14|15|16|15|16|15|14
12,4|4|3|2|2|2|2|2|1|1|1,1,3|5,2,15,16,1,1882805760|1169931840|725483840|448946064|277238016|170845740|105064920|64481160|39496576|24147864|14738160|8980840|5464800,18|17|16|15|20|15|16|19|22|19|20|21|22
12,4|4|3|2|1|1|1|1|1|1|1|1|1|1|1,1,3|5,2,15,16,1,120598016|81928000|55200320|36894928|24469760|16109212|10530840|6838720|4413696|2832368|1808128|1148840|726880,18|17|16|15|20|15|16|25|24|21|28|21|22
12,4|4|2|2|2|2|2|2|2|1|1,0,0|2|4|6,4,12,16,4,423631296|268606800|170001360|107376624|67673040|42550914|26689590|16698750|10421376|6487560|4029048|2496780|1544400,12|13|12|15|12|13|12|15|22|19|18|19|20
12,4|4|2|2|2|2|2|2|1|1|1|1,0,0|2|4|6,4,12,16,4,475931456|305216912|195169520|124431840|79093872|50121578|31663826|19941460|12520480|7837816|4892728|3046516|1892880,12|13|12|17|12|13|12|17|18|19|18|19|20
12,4|4|2|2|2|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,84603200|57934800|39375600|26565440|17794480|11836330|7820010|5132920|3348240|2171300|1400460|898920|574640,12|13|12|19|12|13|12|19|16|17|16|21|20
12,4|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,25049024|17697680|12393680|8603088|5919888|4038658|2732190|1833370|1220688|806804|529652|345620|224400,12|13|12|15|12|13|12|15|16|17|16|19|20
12,4|3|3|3|3|3|3|1|1,0,0|2,2,6,8,2,654405752|391220830|234178230|140336768|84186388|50547497|30372815|18261530|10984848|6609865|3978029|2394150|1440670,6|7|6|21|8|11|10|15|16|13|12|17|14
12,4|3|3|3|3|2|2|2|1|1,0,0|4,2,8,10,2,1729827792|1059206148|648509064|396996138|242978148|148673378|90940242|55603821|33981612|20755602|12668796|7726719|4708242,8|9|10|9|8|13|12|13|12|15|16|15|14
12,4|3|3|3|3|2|2|1|1|1|1,0,0|4,2,12,14,2,1699755200|1053109200|651684800|402829960|248746160|153447840|94567980|58224560|35812800|22005100|13506300|8280250|5069900,12|13|16|13|12|21|14|21|20|17|16|17|16
12,4|3|3|3|2|2|2|2|1|1|1,0,0|4,2,8,10,2,1376801712|862995276|540260136|337791870|210930876|131542866|81925668|50954733|31647772|19627866|12154752|7514991|4638546,8|9|10|9|8|13|14|13|12|15|26|15|14
12,4|3|3|3|2|2|1|1|1|1|1|1|1,0,0|2,2,4,6,2,679575204|440738991|284669913|183162573|117428454|75031649|47789181|30345483|19212732|12129750|7636698|4794702|3002076,4|5|4|7|6|11|10|13|12|15|14|17|16
12,4|3|3|3|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,59491432|40738698|27696604|18699473|12541386|8358194|5536926|3647098|2389296|1557190|1009836|651739|418682,6|7|8|7|6|13|12|15|16|15|16|15|14
12,4|3|3|2|2|2|2|2|2|2,0,0|2,2,8,10,2,247118256|156687300|99283740|62854236|39748080|25104299|15833055|9970275|6267884|3933270|2463498|1539780|960300,8|9|8|11|12|11|10|13|12|15|14|19|16
12,4|3|3|2|2|2|2|1|1|1|1|1|1,0,0|2,2,4,6,2,514829700|337623825|220600925|143629260|93193410|60265715|38844255|24956085|15982120|10202535|6492255|4117960|2603370,4|5|4|11|6|11|10|13|14|13|12|21|14
12,4|3|3|2|2|2|1|1|1|1|1|1|1|1,0,0|2,2,6,8,2,283459176|189999810|126688770|84050460|55494036|36469992|23860440|15543045|10082324|6513183|4190463|2685210|1713690,6|7|6|11|8|17|16|13|12|13|12|17|14
12,4|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,8,10,2,4845456|3563868|2597908|1876716|1343472|953069|670077|466977|322644|221058|150222|101266|67716,8|9|8|11|12|11|10|13|12|15|14|17|16
12,4|3|2|2|2|2|2|2|2|1|1|1,1,5|7,2,19,20,1,213004288|140073472|91949056|60240384|39382272|25686736|16712224|10844232|7016576|4526240|2910464|1865216|1191168,24|23|26|25|20|19|20|19|22|23|28|33|28
12,4|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1,1,5|7,2,19,20,1,27979776|20021760|14223360|10031616|7024896|4884752|3372960|2313000|1575296|1065600|715968|477840|316800,24|23|26|25|20|19|20|19|22|27|24|23|26
12,4|2|2|2|2|2|2|2|2|2|2,0,0|4,2,8,10,2,11767536|7887660|5284280|3537054|2364636|1578344|1051470|698850|463216|306054|201468|132055|86130,8|9|10|9|8|17|12|15|16|15|16|15|14
12,4|2|2|2|2|2|2|2|1|1|1|1|1|1,0,0|4,2,10,12,2,29072736|20119176|13878816|9543204|6540264|4466774|3039534|2060289|1390676|934416|624708|415338|274428,10|11|14|11|10|13|12|13|12|21|16|17|16
12,4|2|2|2|2|2|2|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,18305056|12932920|9095680|6367996|4438072|3078802|2125750|1460515|998284|678600|458568|307890|205260,10|11|22|11|10|13|12|13|12|19|18|17|16
12,4|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,961400|741950|568100|431475|324990|242700|179660|131795|95780|68930|49100|34595|24090,6|7|8|7|6|15|14|13|12|15|16|15|14
12,4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,197064|157794|125324|98685|77010|59528|45558|34503|25844|19134|13992|10097|7182,6|7|8|7|6|17|12|13|12|15|18|15|14
12,3|3|3|3|3|3|3|1|1|1,0,0|2,2,6,8,2,127481640|78983190|49002330|30443634|18939492|11798345|7359365|4596315|2874168|1799409|1127835|707685|444510,6|7|6|9|8|11|10|13|14|13|12|15|14
12,3|3|3|3|3|3|2|2|2,0,0|4,2,8,10,2,118982864|73717644|45752304|28442258|17708652|11041862|6894502|4310607|2698500|1691338|1061304|666699|419254,8|9|12|9|8|13|12|13|12|15|18|15|14
12,3|3|3|3|3|3|1|1|1|1|1|1,0,0|4,2,12,14,2,109830336|70434672|45116640|28872936|18464976|11803016|7542092|4818380|3077984|1966188|1256052|802494|512820,12|13|14|13|12|17|14|17|18|17|16|17|16
12,3|3|3|3|3|2|2|2|1|1|1,1,3|5,2,15,16,1,292880896|186234048|118429888|75321968|47913856|30485836|19402088|12351668|7865760|5010752|3193152|2035616|1298176,18|17|16|15|18|15|16|17|18|25|24|25|28
12,3|3|3|3|2|2|2|2|2|2,0,0|2,2,8,10,2,75716368|48557236|31156580|19999616|12841920|8247967|5298509|3404380|2187724|1406090|903854|581098|373660,8|9|8|21|16|11|10|17|12|15|14|17|16
12,3|3|3|3|2|2|2|1|1|1|1|1|1,0,0|2,2,6,8,2,151016712|100130646|66235026|43720974|28804908|18945344|12441572|8159347|5344500|3496941|2285871|1492953|974358,6|7|6|9|8|23|14|13|12|13|12|15|14
12,3|3|3|3|2|2|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,79430868|53817291|36322965|24429357|16377678|10947951|7299207|4855050|3222480|2134809|1411839|932283|614790,4|5|4|7|6|11|10|15|16|13|12|15|14
12,3|3|3|2|2|2|2|2|2|1|1|1,0,0|4,2,8,10,2,100677808|66753764|44227744|29280086|19368404|12801162|8453456|5577621|3677044|2422106|1594204|1048487|689062,8|9|14|9|8|13|18|13|12|15|16|15|14
12,3|3|3|2|2|2|2|1|1|1|1|1|1|1,0,0|2,2,4,6,2,63740820|43648605|29791905|20271888|13754442|9307285|6282145|4230270|2842308|1905822|1275450|852060|568260,4|5|4|15|6|11|10|15|12|15|14|19|16
12,3|3|3|2|2|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,12113640|8734110|6259360|4459701|3159774|2226900|1561590|1089900|757344|524106|361320|248215|169950,6|7|14|7|6|15|12|17|18|15|18|15|14
12,3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,8,10,2,481712|371756|284716|216376|163168|122097|90671|66836|48916|35558|25682|18436|13156,8|9|8|13|14|11|10|17|12|15|14|19|16
12,3|3|2|2|2|2|2|2|2|2|1|1,0,0|4,2,8,10,2,28883952|19569924|13255920|8975286|6073524|4107048|2775006|1873260|1263264|850986|572616|384867|258390,8|9|12|9|8|17|12|17|18|15|18|15|14
12,3|3|2|2|2|2|2|2|2|1|1|1|1,0,0|4,2,10,12,2,33995104|23279256|15922608|10877620|7421752|5057182|3441258|2338359|1586620|1074956|727212|491238|331364,10|11|12|11|10|13|12|13|12|17|16|17|16
12,3|3|2|2|2|2|1|1|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,8460320|6161320|4464240|3218732|2309736|1649890|1173370|830945|586052|411716|288160|200970|139700,10|11|12|11|10|13|12|13|12|17|22|17|16
12,3|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,3131128|2348346|1750320|1296607|954746|698906|508712|368235|265132|189922|135384|96063|67870,6|7|12|7|6|13|16|13|12|15|18|15|14
12,3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,17480|14630|12160|10033|8214|6670|5370|4285|3388|2654|2060|1585|1210,6|7|18|7|6|13|12|13|12|15|16|15|14
12,3|2|2|2|2|2|2|2|1|1|1|1|1|1|1,1,3|5,2,17,18,1,4922368|3558016|2565760|1846048|1325312|949416|678672|484080|344512|244616|173264|122408|86240,20|19|18|17|20|17|18|21|20|19|20|21|22
12,3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,3|5,2,15,16,1,129536|104896|84416|67504|53632|42332|33192|25852|20000|15368|11728|8888|6688,18|17|16|15|18|15|16|17|18|19|20|21|22
12,2|2|2|2|2|2|2|2|2|2|2|1|1,0,0|2,2,6,8,2,534888|385662|278426|201246|145620|105477|76473|55494|40304|29295|21309|15511|11298,6|7|6|9|8|11|10|15|16|13|12|15|14
12,2|2|2|2|2|2|2|2|2|2|1|1|1|1,0,0|2,2,6,8,2,653752|476102|346902|252892|184452|134601|98271|71781|52456|38351|28051|20526|15026,6|7|6|11|8|11|10|13|14|13|12|17|14
12,2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,211508|163229|125609|96404|73810|56386|42988|32713|24852|18851|14279|10802|8162,4|5|4|11|6|13|14|13|12|13|12|17|14
12,2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,92092|73073|57759|45487|35698|27924|21776|16933|13132|10159|7841|6039|4642,4|5|4|7|6|15|18|13|12|13|12|15|14
12,2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,1748|1539|1349|1177|1022|883|759|649|552|467|393|329|274,4|5|4|7|6|11|10|13|14|13|12|15|14
12,2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,252|231|211|192|174|157|141|126|112|99|87|76|66,4|5|4|19|6|11|10|15|16|13|12|19|14
13,24|1|1,0,0|2,2,4,5,1,300|24|1|0|0|0|0|0|0|0|0|0|0|0,4|7|4|inf|inf|inf|inf|inf|inf|inf|inf|inf|inf|inf
13,23|1|1|1,0,0|2,2,4,5,1,2300|276|23|1|0|0|0|0|0|0|0|0|0|0,4|5|4|5|inf|inf|inf|inf|inf|inf|inf|inf|inf|inf
13,21|2|1|1|1,1,3|5,2,9,11,2,210496|40480|6600|860|80|4|0|0|0|0|0|0|0|0,12|11|10|9|12|9|inf|inf|inf|inf|inf|inf|inf|inf
13,20|5|1,0,0|2,2,8,9,1,837200|170016|31724|5280|744|80|5|0|0|0|0|0|0|0,8|11|8|15|10|13|10|inf|inf|inf|inf|inf|inf|inf
13,20|4|2,0,0|2,2,4,5,1,1524900|319056|60775|10200|1428|150|9|0|0|0|0|0|0|0,4|9|4|11|8|7|10|inf|inf|inf|inf|inf|inf|inf
13,20|4|1|1,0,0|2,2,4,5,1,1701700|361284|69377|11679|1632|170|10|0|0|0|0|0|0|0,4|5|4|5|14|7|12|inf|inf|inf|inf|inf|inf|inf
13,20|2|2|2,0,0|2,2,4,5,1,864500|191520|37905|6460|894|90|5|0|0|0|0|0|0|0,4|11|4|9|6|7|10|inf|inf|inf|inf|inf|inf|inf
13,20|1|1|1|1|1|1,0,0|2,2,4,5,1,177100|42504|8855|1540|210|20|1|0|0|0|0|0|0|0,4|7|4|9|6|9|10|inf|inf|inf|inf|inf|inf|inf
13,19|5|2,0,0|2,2,4,5,1,6249100|1461328|320397|64600|11620|1770|206|14|0|0|0|0|0|0,4|9|4|11|8|7|12|13|inf|inf|inf|inf|inf|inf
13,19|5|1|1,0,0|2,2,4,5,1,6727500|1593900|352275|71325|12840|1950|225|15|0|0|0|0|0|0,4|5|4|5|10|7|10|11|inf|inf|inf|inf|inf|inf
13,19|4|2|1,0,0|2,2,8,9,1,15906800|3866576|871948|178676|32216|4840|545|35|0|0|0|0|0|0,8|9|8|9|10|11|10|11|inf|inf|inf|inf|inf|inf
13,19|4|1|1|1,1,3|7,2,15,17,2,9152000|2266880|517440|106720|19264|2880|320|20|0|0|0|0|0|0,18|17|16|15|16|17|22|15|inf|inf|inf|inf|inf|inf
13,19|3|2|2,0,0|2,2,4,5,1,9657700|2406996|553299|114665|20706|3080|339|21|0|0|0|0|0|0,4|5|4|5|6|11|10|11|inf|inf|inf|inf|inf|inf
13,19|1|1|1|1|1|1|1,0,0|2,2,4,5,1,480700|134596|33649|7315|1330|190|19|1|0|0|0|0|0|0,4|5|4|5|6|7|10|11|inf|inf|inf|inf|inf|inf
13,18|4|2|2,0,0|2,2,4,5,1,56241900|15401628|3979569|956403|209430|40480|6546|798|56|0|0|0|0|0,4|5|4|5|6|15|12|13|14|inf|inf|inf|inf|inf
13,18|3|3|1|1,0,0|2|4|6,4,12,16,4,56929600|15940288|4190704|1019184|224400|43280|6922|826|56|0|0|0|0|0,12|13|12|13|12|13|12|13|14|inf|inf|inf|inf|inf
13,18|3|2|1|1|1,1,5|7,2,17,22,5,65894400|18957312|5085696|1253376|277632|53440|8448|984|64|0|0|0|0|0,22|21|22|31|18|17|26|17|20|inf|inf|inf|inf|inf
13,17|6|3,1,3|5|7|9,4,17,22,5,84198400|23705088|6461312|1691456|420480|97600|20592|3768|544|48|0|0|0|0,20|19|18|17|18|17|18|17|18|17|inf|inf|inf|inf
13,17|6|1|1|1,1,3|5,2,9,11,2,99985600|29072736|8110872|2157108|541296|126060|26504|4788|672|56|0|0|0|0,12|11|10|9|12|9|16|15|18|15|inf|inf|inf|inf
13,17|5|2|2,0,0|2,2,4,5,1,218060700|64411776|18254379|4919460|1245114|290550|60710|10800|1480|120|0|0|0|0,4|15|4|9|6|7|12|19|14|15|inf|inf|inf|inf
13,17|4|3|1|1,1,3|5,2,13,15,2,399942400|121213312|35091936|9612176|2457728|575120|119448|20904|2784|216|0|0|0|0,16|15|14|13|18|13|16|17|18|15|inf|inf|inf|inf
13,17|3|3|2|1,1,3|5,2,13,15,2,315744000|97637760|28760160|7984080|2058624|482800|99760|17220|2240|168|0|0|0|0,16|15|14|13|18|13|18|15|20|15|inf|inf|inf|inf
13,17|3|3|1|1|1,0,0|2|4|6,4,12,16,4,227240000|71318400|21242000|5943200|1539600|361600|74550|12780|1640|120|0|0|0|0,12|15|12|15|12|19|12|15|14|15|inf|inf|inf|inf
13,17|2|2|2|1|1|1,1,3|7,2,15,17,2,93350400|30590208|9442752|2714016|714816|168640|34432|5748|704|48|0|0|0|0,18|17|16|15|16|17|24|15|20|17|inf|inf|inf|inf
13,17|2|1|1|1|1|1|1|1,1,3|5,2,13,15,2,15997696|5537664|1785696|529872|142272|33744|6816|1104|128|8|0|0|0|0,16|15|14|13|16|13|20|19|22|15|inf|inf|inf|inf
13,16|9|1,0,0|2,2,4,5,1,21246940|5883768|1609509|434112|115056|29792|7462|1776|388|72|9|0|0|0,4|7|4|17|12|15|12|19|12|15|12|inf|inf|inf
13,16|8|2,0,0|2,2,6,7,1,87487400|25304048|7189182|2000016|542232|142200|35637|8358|1764|308|35|0|0|0,6|9|6|13|10|11|10|13|12|13|12|inf|inf|inf
13,16|8|1|1,0,0|2,2,4,5,1,90579060|26476956|7578549|2119203|576504|151488|37989|8901|1872|324|36|0|0|0,4|5|4|5|10|17|10|11|16|13|16|inf|inf|inf
13,16|6|2|2,0,0|2,2,6,7,1,615043000|193028880|58850770|17338640|4900896|1315160|329725|75240|14920|2340|225|0|0|0,6|9|6|13|14|11|10|17|14|13|12|inf|inf|inf
13,16|5|5,0,0|2,2,4,5,1,113733620|34994960|10517507|3068728|862108|230542|57720|13188|2632|420|42|0|0|0,4|9|4|11|8|7|16|15|14|13|14|inf|inf|inf
13,16|5|3|2,0,0|2,2,4,5,1,1258042500|402573600|124948725|37377900|10686030|2885250|722970|163560|31860|4860|450|0|0|0,4|11|4|9|6|7|12|17|12|13|14|inf|inf|inf
13,16|5|2|2|1,0,0|2,2,6,7,1,1487285800|485083984|152857166|46253600|13328408|3614320|906075|204120|39340|5880|525|0|0|0,6|9|6|15|10|13|10|17|12|15|12|inf|inf|inf
13,16|5|2|1|1|1,1,5|9,2,19,21,2,1279815680|423323648|134830080|41120256|11912448|3239808|812512|182560|34944|5152|448|0|0|0,24|23|26|23|20|19|20|21|22|19|24|inf|inf|inf
13,16|5|1|1|1|1|1,0,0|2,2,4,5,1,365061060|123559128|40067181|12383820|3620286|989484|248292|55524|10500|1512|126|0|0|0,4|7|4|9|6|9|14|15|12|15|14|inf|inf|inf
13,16|4|4|2,0,0|2,2,4,5,1,712331620|230137908|72066995|21724521|6246786|1691872|423787|95445|18424|2772|252|0|0|0,4|5|4|5|6|15|10|11|14|13|16|inf|inf|inf
13,16|4|3|3,0,0|2,2,8,9,1,598598000|195235040|61641580|18705440|5404256|1467440|367575|82530|15820|2352|210|0|0|0,8|11|8|15|14|13|10|13|12|17|14|inf|inf|inf
13,16|4|2|2|2,0,0|2,2,8,9,1,872242800|292536816|94488108|29179956|8534136|2332720|584545|130315|24560|3540|300|0|0|0,8|9|8|9|10|13|10|11|16|13|16|inf|inf|inf
