m,lam,parity,Jstar,Jsize,mu,vpi,vpi_minus_mu,Mvec,valvec
14,9|5|5|3|1|1|1|1|1|1,0,0|4,2,10,12,2,7870716453600|3977002229200|1996990084320|996629418708|494380474392|243758714640|119452858560|58169601035|28140796908|13518789732|6445421080|3047490600|1427478360|661536876|302786484,10|11|12|11|10|15|18|13|12|15|16|21|18|19|18
14,9|5|5|2|1|1|1|1|1|1|1,1,3|5,2,15,16,1,3381618240000|1748958640000|897264297600|456698655600|230657904000|115603148400|57495420000|28373745400|13890741600|6743736360|3244914800|1546307400|728983200|339510600|155915760,18|17|16|15|18|15|16|19|18|17|18|21|22|21|22
14,9|5|4|4|4|2,0,0|2|4|6,4,12,23,11,6746328388800|3248232187200|1561952123424|749885719968|359318238864|171772218720|81889607640|38913118874|18421085928|8681826384|4070638740|1897093440|877867848|402824136|182990808,12|15|12|17|12|17|12|15|14|19|14|27|18|21|20
14,9|5|4|4|4|1|1,0,0|4,2,10,12,2,8770226905440|4245903501840|2051740506816|989380019628|475956482040|228343167000|109208113560|52043969523|24700480644|11667884760|5481687372|2559132312|1185948192|544828284|247711464,10|11|14|11|10|13|12|13|12|17|14|21|22|19|20
14,9|5|4|4|3|3,0,0|2,2,8,13,5,7362064710000|3564174185000|1722848989400|831228968900|400149519000|192123201600|91960748000|43860826625|20833419200|9848609190|4630135450|2162860150|1002783100|460831800|209549340,8|9|8|11|10|19|16|13|20|13|12|17|16|21|18
14,9|5|4|4|2|2|2,0,0|2|4|6,4,12,23,11,15313094596800|7535014801600|3697205525728|1808484845024|881616463728|428177280960|207100533640|99714989374|47767867312|22753058184|10768384100|5059130120|2356833424|1087158072|495639144,12|15|12|17|12|19|12|15|16|17|14|21|20|21|20
14,9|5|4|4|2|2|1|1,0,0|2,2,2,6,4,30990946036050|15331499758575|7558662727539|3713067521163|1816968436794|885454901310|429578633610|207395100234|99590918868|47538681624|22540550760|10606746150|4947802398|2284718436|1042389348,2|3|2|7|6|9|8|15|12|17|16|17|14|19|18
14,9|5|4|4|2|1|1|1|1,0,0|2,2,10,14,4,22068871624800|11034435812400|5492158015344|2721019116816|1341721372992|658344206520|321358197160|155998634792|75275614568|36086634276|17174776500|8107799700|3792203184|1754779026|801782982,10|11|10|15|16|13|12|19|14|15|14|19|20|17|16
14,9|5|4|4|1|1|1|1|1|1,0,0|2|4|6,4,14,21,7,6678183657600|3392093286400|1712517865408|859392931936|428684804128|212539616800|104718813360|51259807872|24919068384|12024484752|5755567440|2730332640|1282186584|595166208|272516244,14|27|14|17|14|17|14|27|18|19|18|25|18|35|18
14,9|5|4|3|3|2|2,0,0|4,2,8,10,2,21925567263600|10846775339400|5350302445488|2630550108186|1288715476308|628849493220|305515605720|147710044846|71029263872|33949547856|16116239160|7591310595|3543923394|1637270778|747110364,8|9|10|9|8|11|12|15|26|19|16|15|14|17|18
14,9|5|4|3|2|2|1|1|1,0,0|2,2,4,8,4,40105930164300|20265165770850|10190529996570|5098905765954|2538050748156|1256475604230|618442299090|302527214220|147007255626|70918704549|33939426885|16097520285|7557864930|3507050547|1605016413,4|5|4|9|8|9|8|17|10|11|10|15|14|15|14
14,9|5|4|3|1|1|1|1|1|1|1,0,0|4,2,10,12,2,6923863346400|3608468463600|1865976944832|957492339804|487549901592|246339718560|123486887160|61400760603|30271656996|14790650868|7156920540|3426487020|1621119456|756647892|347603256,10|11|14|11|10|17|12|13|12|15|14|19|22|19|20
14,9|5|4|2|2|2|2|1|1,0,0|2,2,8,13,5,16889442570000|8623445545000|4379981691800|2212501734300|1111214962000|554732664200|275161458000|135558948525|66295795500|32165544330|15470543450|7368893950|3471606600|1614984800|740199460,8|9|8|11|12|13|14|13|12|13|12|17|18|25|18
14,9|5|4|2|2|2|1|1|1|1,0,0|2,2,4,8,4,15766659562500|8133594218750|4169405528750|2123548157500|1074421547500|539905528750|269382828750|133406101500|65544533250|31929925125|15411073125|7362374250|3476954250|1620470775|743617875,4|5|4|11|8|9|8|17|10|11|10|17|14|15|14
14,9|5|4|1|1|1|1|1|1|1|1|1|1,0,0|2,2,2,6,4,478534206150|262054446225|141877504197|75948156999|40200503772|21041034300|10889458580|5571734168|2817762596|1407855108|694481460|337900530|161934366|76288212|35231196,2|3|2|7|8|11|10|19|12|15|14|17|14|19|18
14,9|5|3|3|3|3|2,0,0|4,2,12,14,2,6562754827200|3281377413600|1635640433856|812467096584|401997277968|198033538560|97080823840|47333026312|22938069088|11040654456|5273570160|2497091850|1170635268|542431032|247883064,12|13|14|13|12|25|16|19|18|17|18|17|16|21|20
14,9|5|3|3|3|2|2|1,0,0|4,2,6,8,2,17796726675000|8992525912500|4525887951000|2268059932125|1131276734250|561390774750|277039327500|135884000525|66203722500|32016545100|15355849500|7296684075|3430489050|1593019350|728991900,6|7|8|7|6|9|10|13|12|15|14|15|14|17|18
14,9|5|3|3|3|1|1|1|1|1,0,0|4,2,10,12,2,9369900540000|4833678850000|2478504582400|1263031454300|639538514200|321686909800|160682225800|79668492085|39188796220|19112207520|9233763700|4414836250|2086090820|972425740|446085640,10|11|18|11|10|13|12|13|12|21|14|17|16|19|20
14,9|5|3|3|2|2|2|2,0,0|4,2,6,8,2,8457004515960|4317994369260|2194621928928|1109907951867|558333228258|279251721450|138800756250|68525648919|33582771396|16325679924|7865783748|3752005653|1769469570|823574466|377387010,6|7|12|7|6|9|8|13|12|15|14|15|14|17|16
14,9|5|3|3|2|2|2|1|1,0,0|2|4|6,4,12,25,13,18916175678400|9708301803200|4957008088032|2517276329568|1270958825136|637761009600|317924641320|157367432222|77299522608|37653632856|18173330140|8681529780|4099183704|1909643736|875566692,12|15|12|17|12|19|12|15|16|17|14|19|18|21|18
14,9|5|3|3|2|2|1|1|1|1,0,0|2|4|6,4,12,19,7,17125295140800|8879782665600|4575806373600|2342899533744|1191674324016|601937695920|301841412840|150192462420|74118279312|36251113248|17557980300|8412485400|3981720600|1858283064|852985056,12|17|12|15|12|15|12|17|16|21|14|21|18|21|24
14,9|5|3|3|2|1|1|1|1|1|1,0,0|4,2,10,12,2,8902110016800|4686560564400|2448388223424|1269240259716|652814956872|333068631480|168521319720|84526556751|42008735844|20673964368|10066890060|4845023370|2301523092|1077018228|495170676,10|11|14|11|10|13|12|13|12|19|14|17|16|19|18
14,9|5|3|3|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,2391880065120|1284528183120|683394304320|360188288460|188061620760|97260047352|49813533432|25258624209|12674724300|6290467344|3085341588|1493962578|713120796|334885200|154270116,10|11|14|11|10|13|12|13|12|19|14|17|16|23|18
14,9|5|3|2|2|2|2|1|1|1,0,0|2|4|6,4,12,21,9,9816086280000|5141759480000|2675872311200|1383163003200|709896506000|361636008800|182776979000|91607866350|45504452400|22386150520|10897572100|5243497600|2490116200|1164849400|535274740,12|15|12|19|12|17|12|15|16|17|14|29|18|21|18
14,9|5|3|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,200998324800|113792702400|63601203744|35091815616|19111362192|10272256800|5448151800|2850540966|1470734304|747876888|374515020|184481460|89239032|42286608|19555536,12|15|12|19|12|17|12|15|18|17|14|19|18|23|22
14,9|5|2|2|2|2|2|2|1|1,0,0|4,2,8,10,2,2061378118800|1096129634600|578897396000|303520063154|157914122476|81487512700|41683904900|21125078975|10599620108|5261408292|2581165160|1249977245|596570810|279984562|128806678,8|9|12|9|8|11|10|13|12|15|16|15|14|17|16
14,9|5|2|2|2|2|2|1|1|1|1,0,0|4,2,8,10,2,2158800930000|1159356055000|617749189200|326479531950|171075547500|88844055300|45706089000|23280475075|11732981700|5846480820|2877669200|1397397375|668383650|314178150|144658800,8|9|10|9|8|11|12|13|12|15|18|15|14|17|22
14,9|5|2|2|1|1|1|1|1|1|1|1|1|1,0,0|4,2,8,10,2,225478890000|128248575000|72032108400|39944069550|21864806700|11811462300|6295054800|3308810960|1714396320|875059920|439611900|217104525|105210270|49896990|23063040,8|9|10|9|8|11|14|21|18|19|14|15|14|17|32
14,9|5|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,8,10,2,45394549200|26540199400|15297796800|8690645106|4864608684|2682166500|1456201500|778191050|409137144|211490136|107389480|53496135|26093430|12424698|5747742,8|9|14|9|8|11|10|15|14|17|16|15|14|17|16
14,9|4|4|4|4|3,0,0|2,2,8,12,4,1590205977360|778275412200|380367949896|185562019368|90321722568|43842325032|21210294600|10220520156|4901786208|2337883938|1107763602|520848900|242655732|111816276|50846796,8|9|8|13|10|13|12|17|18|13|12|19|16|19|18
14,9|4|4|4|2|2|2|1,0,0|2,2,2,6,4,10049218329150|5077779631925|2556354269469|1281831492942|639942405674|317952921000|157136346510|77200910787|37678224276|18251911692|8766453220|4169465025|1960562934|909567802|415218804,2|3|2|9|6|13|8|13|12|15|14|15|14|17|18
14,9|4|4|4|2|2|1|1|1,1,3|5|7|9,4,21,25,4,11852373012480|6035930700800|3060054057984|1544046548352|775195126272|387098866560|192174662400|94796404304|46431509376|22562928864|10866550912|5180165760|2440320960|1133692560|517957440,24|23|22|21|22|21|22|21|22|21|24|29|24|23|26
14,9|4|4|4|2|1|1|1|1|1,0,0|2,2,10,15,5,6821287593120|3518918202800|1804851064016|920278134776|466405302272|234885527240|117499050760|58355626056|28755766200|14047864404|6796664028|3252519270|1536963120|715632918|327381054,10|11|10|13|30|13|12|19|14|15|14|17|20|17|16
14,9|4|4|3|3|3|1|1,0,0|4,2,6,8,2,9276201534600|4687181198700|2360391208560|1184201650863|591632890002|294206812020|145540482780|71575343455|34967187948|16954410312|8149974420|3878845740|1824736320|846701856|386450064,6|7|10|7|6|11|10|13|12|17|14|19|24|25|22
14,9|4|4|3|2|2|2|1|1,0,0|2,2,4,8,4,15670331897220|8083901375550|4150054931022|2119492042668|1076436540972|543413233350|272539429110|135710937999|67044163914|32830070553|15916970853|7629912180|3609767106|1681677855|769107339,4|5|4|11|8|9|8|13|10|11|10|19|14|15|14
14,9|4|4|3|2|2|1|1|1|1,0,0|2,2,8,13,5,14054850810000|7324882565000|3794981328600|1954151776500|999820014000|508090427400|256339725600|128320918495|63690709740|31316004090|15236510450|7325265750|3473745000|1621019400|742041300,8|9|8|11|12|13|16|13|12|13|12|17|18|21|18
14,9|4|4|2|2|2|2|1|1|1,0,0|2,2,4,8,4,6525466447500|3435364611250|1797438006650|934364209350|482389937900|247235164150|125726365050|63397863165|31675500690|15666210585|7660995525|3698627625|1759537890|822751215|376861485,4|5|4|9|8|9|8|13|10|11|10|15|14|15|14
14,9|4|4|2|2|1|1|1|1|1|1|1,0,0|4,2,10,12,2,2473653742560|1341531791600|721054460896|384058479420|202681339784|105950611096|54841017000|28093172107|14233032044|7125428520|3520766620|1714406540|821039472|385665280|177024848,10|11|12|11|10|13|12|13|12|17|14|19|20|31|22
14,9|4|4|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,2,6,4,116271947610|66133515175|37153075323|20613163935|11292908172|6107815896|3260258820|1716772967|891243444|455744520|229277048|113289225|54854142|25944282|11932284,2|3|2|7|8|13|10|13|12|17|16|15|14|17|18
14,9|4|3|3|3|2|2|2,1,3|5,2,11,12,1,5011558231680|2591956704480|1334885748768|684248834412|348907473408|176880345876|89091382536|44550221716|22097271936|10860441696|5282356896|2538657396|1203168384|560914068|256360104,14|13|12|11|22|11|12|17|22|21|20|19|26|19|20
14,9|4|3|3|3|1|1|1|1|1|1,1,3|5,2,17,18,1,3615257318400|1927180819200|1019996957952|535899234528|279415777536|144522110880|74116607040|37663323152|18949482048|9430134336|4635899520|2247761880|1072671264|502448856|230145552,20|19|18|17|20|17|18|21|20|23|24|21|22|21|22
14,9|4|3|3|2|2|2|1|1|1,0,0|2|4|6,4,12,19,7,9187856758080|4861299872000|2556669786528|1336036409136|693415133840|357253731120|182602013880|92526610176|46439108496|23062147632|11317482452|5479306140|2611673064|1222182104|559446888,12|19|12|15|12|15|12|29|16|19|14|19|18|21|20
14,9|4|2|2|2|2|2|2|1|1|1,1,3|5,2,13,14,1,1041538417920|571743972800|311507735616|168361517016|90211600512|47888741736|25166372880|13080843776|6717709152|3404288160|1699702816|834457140|401794272|189091188|86558472,16|15|14|13|18|13|14|31|18|21|20|19|22|19|20
14,9|4|2|2|1|1|1|1|1|1|1|1|1|1|1,1,3|5,2,13,14,1,72601401600|42927019200|25047040320|14416231608|8181274752|4575440520|2520043920|1365846300|727747488|380705832|195210000|97891740|47861280|22715316|10398024,16|15|14|13|18|13|14|17|18|17|18|19|22|19|20
14,9|3|3|3|3|3|3|1,0,0|2,2,4,9,5,662585823900|345315892350|179294591322|92691314199|47681309742|24388007985|12392621835|6250229216|3125323872|1547372736|757386360|365791635|173903598|81136341|36999963,4|5|4|7|6|7|6|23|18|23|16|15|14|15|14
14,9|3|3|3|3|3|2|1|1,0,0|2,2,8,13,5,2026733108400|1066983832200|559153970232|291533458788|151135646376|77851367880|39814305960|20196731555|10151163880|5048653230|2480692530|1201881120|572765292|267636798|122107986,8|9|8|11|10|13|12|13|14|13|12|25|16|17|16
14,9|3|3|3|3|3|1|1|1|1,0,0|2,2,8,12,4,1311786075600|697537040200|368869759720|193906453048|101273608632|52518327120|27021468320|13781618480|6960123800|3476111730|1714110370|832899760|397802020|186143958|84966882,8|9|8|13|10|15|16|21|14|13|12|23|16|17|16
14,9|3|3|3|3|2|2|1|1|1,0,0|2|4|6,4,12,21,9,2657644516800|1420222731200|754632589984|398501358528|209024943504|108831927360|56204193240|28763166614|14570797528|7296794064|3606425900|1755656440|839661888|393206736|179490948,12|15|12|19|12|19|12|15|14|19|14|21|24|23|18
14,9|3|3|3|2|2|2|2|2,0,0|2,2,2,6,4,827582685930|444442553555|237361627503|125989216353|66419597244|34751722005|18030387375|9267325067|4713238068|2368616292|1174201252|572989032|274500072|128651523|58711653,2|3|2|7|8|7|6|13|12|15|14|21|18|15|14
14,9|3|3|3|2|2|2|2|1|1,0,0|2|4|6,4,12,19,7,1948939312320|1051808517760|564216741088|300669697328|159074311344|83496851568|43445338664|22387209572|11411455328|5745972288|2853175612|1394164816|668568560|313537224|143110968,12|17|12|15|12|15|12|17|18|23|14|23|20|21|20
14,9|3|3|3|2|2|2|1|1|1|1,0,0|2|4|6,4,12,25,13,1978246670400|1078092100800|583425764064|313383593952|166991698224|88218992160|46168167240|23912923398|12244542264|6189749568|3083770500|1510900380|726000264|340886832|155639484,12|15|12|17|12|17|12|15|14|23|14|19|18|23|18
14,9|3|3|3|2|2|1|1|1|1|1|1,0,0|2,2,8,12,4,1271423427120|702982794360|385463292984|209534792544|112867654872|60210985968|31788131424|16594029928|8555739864|4350961566|2178636726|1071770238|516534480|242961642|110961774,8|9|8|17|10|15|16|19|14|13|12|17|20|17|16
14,9|3|3|3|2|1|1|1|1|1|1|1|1,0,0|2,2,8,12,4,530068659120|298689482520|166657728600|92050782912|50310565272|27195597000|14529705960|7665902244|3989752272|2045523150|1031268438|510103638|246812676|116348232|53141088,8|9|8|19|10|13|12|17|16|13|12|17|16|21|24
14,9|3|3|3|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,122660516160|70740720960|40332694752|22727065536|12652116720|6955042176|3772846056|2017910258|1062968088|550689552|280066668|139488228|67818168|32048016|14630616,12|15|12|19|12|21|12|15|14|19|14|19|18|23|20
14,9|3|3|2|2|2|2|2|2|1,0,0|2,2,2,6,4,710550790950|389111147425|211707697201|114367104852|61299454216|32572819825|17143545965|8927540986|4594145332|2332732696|1166571280|573247675|275980012|129668539|59146087,2|3|2|11|10|7|6|15|12|17|18|15|16|15|14
14,9|3|3|2|2|2|2|1|1|1|1|1,0,0|2,2,8,13,5,883447765200|493141477400|272987876392|149793101436|81427170792|43820585160|23327059800|12271051793|6371123704|3259968138|1640829670|810473180|391658784|184417662|84138054,8|9|8|11|10|13|12|13|14|13|12|19|22|17|16
14,9|3|3|2|2|2|1|1|1|1|1|1|1,1,3|5|7|9,4,21,25,4,527185612800|299156915200|168113634304|93520417408|51474768384|28015401600|15065299200|7996866864|4185080448|2156150304|1091496320|541597760|262579328|123856656|56504448,24|23|22|21|22|21|22|21|22|21|24|27|26|23|28
14,9|3|3|2|2|1|1|1|1|1|1|1|1|1,0,0|2,2,8,13,5,221470376400|128312202200|73504368392|41619194708|23281372296|12858858480|7007313040|3763971211|1990525264|1034796378|527788030|263438140|128248588|60618012|27640704,8|9|8|11|10|15|14|13|16|13|12|19|16|19|28
14,9|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,2,6,4,9645485850|5894463575|3551281811|2108140573|1232281176|708752100|400746780|222519388|121171414|64597533|33638605|17059735|8392076|3981978|1807806,2|3|2|7|10|11|10|17|10|11|10|15|16|17|16
14,9|3|2|2|2|2|2|2|2|2,0,0|2,2,4,8,4,107478270900|59994484550|33258335110|18295669392|9978954128|5391383140|2882235720|1522783535|793960762|407814183|205926875|101955040|49327080|23217194|10566556,4|5|4|15|12|11|12|13|10|11|10|25|18|17|18
14,9|3|2|2|2|2|2|1|1|1|1|1|1,0,0|2,2,6,11,5,223730278200|128437752300|73034231556|41113660302|22897163796|12605638890|6853585830|3675677356|1941834512|1008767826|514205850|256482105|124737822|58867809|26779467,6|7|6|9|8|9|8|17|16|13|12|15|14|15|14
14,9|3|2|2|2|2|1|1|1|1|1|1|1|1,0,0|2,2,6,11,5,123839944200|72403776900|41869695420|23936406606|13519794204|7538822550|4146251130|2246628195|1197621432|626988978|321655950|161242515|78686370|37192323|16906617,6|7|6|9|8|9|8|13|14|13|12|15|14|15|14
14,9|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,2,6,4,2810970162|1777306531|1106883855|678456009|408910248|242089146|140620158|80026310|44543772|24198174|12794782|6561126|3247200|1540539|693693,2|3|2|7|10|9|8|15|12|13|12|17|22|15|14
14,9|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,2,6,4,284511150|185910725|119554897|75582969|46920272|28562890|17025330|9919364|5637268|3117114|1671670|865865|430716|204127|91091,2|3|2|7|12|9|8|17|12|13|12|15|16|15|14
14,9|2|2|2|2|2|2|1|1|1|1|1|1|1,0,0|2|4|6,4,14,21,7,25032758400|14834227200|8699418432|5045342688|2891402976|1635729120|912380880|501036952|270408528|143112816|74073120|37365120|18287424|8632416|3897972,14|25|14|17|14|17|14|19|16|19|20|29|24|25|18
14,9|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,19,7,290727360|190741760|123213024|78279696|48853104|29907216|17930376|10507224|6004128|3335904|1795508|931788|463320|218856|97020,12|19|12|15|12|15|12|19|18|21|14|19|18|21|18
14,8|8|8|2|2,0,0|4,2,10,12,2,265764451680|116008292400|50686700064|22173491340|9714907176|4264219752|1875706040|827045765|365615180|162067920|72032940|32093370|14325564|6400680|2858856,10|11|12|11|10|13|12|13|12|19|14|17|16|21|20
14,8|8|7|3|1|1,0,0|4,2,10,12,2,2473653742560|1105945720880|494529392896|221223068220|99029756056|44372556800|19906298280|8943379137|4024798932|1814660316|819789964|371081942|168282708|76431212|34746712,10|11|18|11|10|27|12|13|12|15|14|17|16|19|20
14,8|8|7|2|1|1|1,1,3|5,2,15,16,1,1982594465280|899510451840|407533306752|184456126800|83441411712|37740710736|17074696608|7729905528|3502838688|1589316984|722145456|328611888|149735520|68293368|31155696,18|17|16|15|18|15|16|19|18|17|18|23|22|21|22
14,8|8|6|6,0,0|2|4|6,4,10,14,4,139209950880|60766248400|26601168880|11678796272|5142364136|2270903180|1005784780|446765046|199029840|88924944|39848072|17910200|8075452|3653650|1659658,10|11|10|15|10|11|10|15|16|19|16|21|16|17|16
14,8|8|6|4|1|1,0,0|4,2,8,10,2,4809882277200|2175899125400|984528284432|445632260766|201816525372|91462107660|41486223240|18837392420|8563884560|3898849080|1777885480|812198695|371794962|170576406|78450372,8|9|10|9|8|11|12|17|16|17|16|15|14|17|18
14,8|8|6|3|3,0,0|2|4|6,4,12,16,4,2657644516800|1202267757600|544184353440|246465243024|111702738576|50665690920|23001667000|10453513070|4756567928|2167363212|989144100|452233440|207168240|95106804|43759716,12|13|12|15|12|13|12|15|14|15|14|25|20|19|18
14,8|8|6|3|2|1,1,5|7,2,19,20,1,9594778152960|4378569395200|1997447710720|911025127936|415499013888|189528412992|86482880000|39484863432|18041583168|8252116992|3779273792|1733436320|796454912|366647424|169128960,24|23|24|25|20|19|24|19|20|35|22|25|36|29|34
14,8|8|6|3|1|1|1,0,0|2|8|10,4,16,23,7,6596409980160|3036442689280|1395797130112|640923680320|294064698752|134852108864|61826894272|28348483240|13003014640|5968287360|2742048680|1261373960|581123312|268187920|123995872,16|19|16|19|18|19|18|19|16|25|16|21|20|23|24
14,8|8|6|2|2|1|1,0,0|2|4|6,4,12,16,4,6691256320320|3097803852000|1431661964832|660671424864|304518482640|140234726520|64542727800|29698145748|13666115232|6291278748|2898363708|1336660380|617249160|285466896|132231528,12|13|12|17|12|13|12|17|18|15|14|19|18|23|20
14,8|8|6|2|1|1|1|1,0,0|2|4|6,4,12,16,4,4176298526400|1955568357600|912870527712|425006051184|197434494192|91555234680|42399833320|19617910858|9072632176|4195520988|1940810940|898430940|416318760|193152960|89729640,12|13|12|15|12|13|12|15|16|15|14|19|18|27|20
14,8|8|5|5|2,0,0|4,2,8,10,2,2372896890000|1073453355000|486052725600|220288147950|99935780100|45382880400|20631465400|9390109820|4279204880|1952876160|892681200|408835575|187667790|86382660|39896220,8|9|12|9|8|15|12|17|16|25|18|15|14|19|18
14,8|8|5|4|3,1,3|5,2,15,16,1,4252231226880|1940502345600|886011305088|404750075184|184994906304|84600019920|38711903360|17726512440|8123954496|3727014648|1712048352|787729200|363183840|167876592|77846496,18|17|16|15|16|15|20|19|20|17|20|23|22|23|24
14,8|8|5|4|1|1|1,1,3|5,2,13,14,1,7852869024000|3645974904000|1690524221760|782962245560|362292304000|167519140360|77419371920|35769797140|16526482720|7637939640|3532350480|1635441060|758438560|352532180|164364200,16|15|14|13|18|13|14|17|18|17|18|19|22|19|20
14,8|8|5|3|3|1,0,0|2|4|6,4,12,16,4,9444859744320|4372620252000|2023129704288|935535995856|432395629680|199768846200|92269149000|42612990238|19682484584|9094757364|4205583228|1947020460|902918016|419687268|195663468,12|13|12|15|12|13|12|15|14|15|14|19|26|19|18
14,8|8|5|3|2|1|1,0,0|2|4|6,4,12,16,4,18739801080000|8774986220000|4101705423200|1914201489200|892054810800|415203413400|193060073800|89701151050|41658954400|19345407060|8986480300|4177927600|1945127800|907506600|424624200,12|13|12|15|12|13|12|15|18|15|14|23|18|21|20
14,8|8|5|3|1|1|1|1,0,0|2|4|6,4,12,16,4,9187856758080|4350863385440|2054086168992|967122279552|454255143056|212917968120|99623735640|46548477976|21727478256|10135935108|4728082204|2206590672|1031006328|482650168|226570344,12|13|12|21|12|13|12|19|16|15|14|23|18|21|20
14,8|8|5|2|2|2|1,1,3|5,2,15,16,1,9178678080000|4334375760000|2042059747200|959987912400|450395851200|210933898800|98635020800|46065656240|21494900960|10024953720|4675471200|2181762000|1019319840|477150960|223972320,18|17|16|15|16|15|24|21|18|17|20|23|22|23|24
14,8|8|5|2|2|1|1|1,0,0|2|8|10,4,16,23,7,10023116463360|4772912601600|2265297750144|1071883365696|505797162624|238093292736|111842477760|52446547608|24561663792|11492988048|5376190968|2515645440|1178315952|552908928|260131872,16|21|16|19|18|19|18|19|16|19|16|35|20|29|24
14,8|8|5|2|1|1|1|1|1,1,3|5,2,11,12,1,5011558231680|2419601527200|1162530571488|556096530132|264958042128|125800874004|59548956480|28116581948|13248812992|6233982408|2930910624|1377826560|648163296|305386224|144240096,14|13|12|11|12|11|18|17|20|17|20|31|22|23|24
14,8|8|4|4|2|2,0,0|2,2,6,11,5,7027425405000|3290619832500|1539169193100|719161131150|335670999300|156524010750|72925311050|33953157665|15801227540|7352783550|3422557950|1594529475|744065190|348084165|163438275,6|7|6|9|8|9|8|13|12|13|12|15|14|15|14
14,8|8|4|3|3|1|1,0,0|2|4|6,4,12,16,4,12143391099840|5750441817120|2717806579488|1282081744944|603708224976|283793316840|133201963800|62437901778|29237761896|13682598300|6402413556|2997471708|1405287576|660431772|311531220,12|13|12|15|12|13|12|15|14|15|14|19|18|19|18
14,8|8|4|3|2|1|1|1,1,5|7,2,19,20,1,17818873712640|8555887774720|4094642286592|1953482831872|929245015296|440833303872|208620171136|98517742232|46442924672|21866742336|10289012672|4841955536|2281076864|1077071424|510461952,24|23|26|29|20|19|20|19|22|23|22|23|26|27|36
14,8|8|4|2|2|2|1|1,0,0|4,2,10,12,2,10440746316000|5054647026000|2437958883360|1171636640460|561129333960|267873481200|127500376120|60528101725|28671684220|13559194740|6406076700|3026175570|1430854260|678043080|322522200,10|11|12|11|10|15|12|13|12|15|14|17|16|21|20
14,8|8|4|2|2|1|1|1|1,0,0|4,2,6,8,2,8457004515960|4139010146700|2015637706368|976979243097|471460033278|226586860110|108497048400|51782606694|24646599216|11705961564|5552169408|2632246650|1248800652|593698248|283315032,6|7|16|7|6|9|14|15|16|15|22|17|16|21|20
14,8|8|3|3|3|2|1,1,3|5,2,17,18,1,7196083614720|3455262370560|1654923502848|790632774624|376771758336|179109628704|84948708672|40205833472|18995853632|8963255616|4226491584|1993235112|941165280|445552536|211843632,20|19|18|17|20|17|18|29|20|23|22|21|22|21|22
14,8|8|3|3|3|1|1|1,0,0|2|4|6,4,12,16,4,5846817936960|2830602334560|1365685312992|656707811760|314769200304|150410285688|71667171368|34060146666|16152002328|7646909844|3616781196|1710491376|809801256|384351396|183219036,12|13|12|15|12|13|12|15|14|15|14|23|18|19|18
14,8|8|3|3|2|2|2,0,0|4,2,10,12,2,4757026428000|2303004858000|1111483000320|534746894220|256474726200|122640277320|58477439240|27811508725|13197900100|6252482880|2959139820|1400342790|663383820|315068820|150307080,10|11|20|11|10|13|12|13|12|23|14|17|16|19|20
14,8|8|3|3|1|1|1|1|1|1,0,0|4,2,6,8,2,2574701689560|1287350844780|639431408616|315625459149|154878677954|75583387880|36700423760|17739944222|8541623552|4099828236|1963524864|939426642|449661828|215731516|103983880,6|7|8|7|6|13|14|15|24|15|26|17|16|19|20
14,8|8|3|2|1|1|1|1|1|1|1,1,3|5,2,15,16,1,1528579852800|782487305600|397150802048|199940204464|99885946368|49543019760|24410561760|11955649160|5825113280|2826032440|1366750000|659868880|318607168|154189464|75002928,18|17|16|15|22|15|16|19|20|17|18|23|24|21|22
14,8|8|2|2|2|2|2|2,0,0|2|4|6,4,14,18,4,605792753280|302896376640|150671530944|74559108096|36703456416|17976190320|8761333680|4250898432|2054261088|989480448|475503600|228268920|109649496|52816764|25583844,14|15|14|27|14|15|14|37|18|29|18|21|18|19|18
14,8|8|2|2|2|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,802504422720|413990376800|211747503968|107411704400|54054432432|26997810840|13389212200|6597443398|3232393192|1576240428|765959348|371497280|180196016|87639552|42882840,12|13|12|15|12|13|12|15|14|15|14|27|20|33|20
14,8|8|2|2|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,307727259840|162004562720|84402686368|43532208720|22237030608|11255804040|5649073560|2813222958|1391414808|684272484|335072556|163667988|79927056|39138528|19291272,12|13|12|15|12|13|12|15|14|15|14|19|20|25|20
14,8|7|7|5|1,0,0|2,2,6,10,4,1148482094760|513474798980|230023621828|103257911328|46452092544|20943293514|9463704822|4286110829|1945586368|885135510|403567450|184387940|84413208|38715963|17786769,6|7|6|17|18|9|8|13|20|13|12|19|18|15|14
