n,lambda,Re,Im,v_pi,v2_f,core,quotient_ordered,v_pi_core,v2_f_core,residual
2,1.1,0,1,0,0,1.1,|||,0,0,0
2,2,1,0,0,0,2,|||,0,0,0
4,1.1.1.1,-1,0,0,0,,1|||,0,0,0
4,2.1.1,-1,2,0,0,,|1||,0,0,0
4,3.1,1,2,0,0,,||1|,0,0,0
4,4,1,0,0,0,,|||1,0,0,0
6,1.1.1.1.1.1,0,-1,0,0,1.1,||1|,0,0,0
6,2.1.1.1.1,-3,-2,0,0,2,|||1,0,0,0
6,2.2.1.1,-3,0,0,0,2,1|||,0,0,0
6,2.2.2,-2,-1,0,0,1.1,|1||,0,0,0
6,3.1.1.1,-6,2,3,1,3.1.1.1,|||,3,1,0
6,3.2.1,-4,4,5,4,3.2.1,|||,5,4,0
6,3.3,1,2,0,0,2,||1|,0,0,0
6,4.1.1,-2,6,3,1,4.1.1,|||,3,1,0
6,4.2,0,3,0,0,1.1,|||1,0,0,0
6,5.1,2,3,0,0,1.1,1|||,0,0,0
6,6,1,0,0,0,2,|1||,0,0,0
8,1.1.1.1.1.1.1.1,1,0,0,0,,1.1|||,0,0,0
8,2.1.1.1.1.1.1,3,-4,0,0,,|1.1||,0,0,0
8,2.2.1.1.1.1,0,-8,6,2,2.2,||1|,inf,1,
8,2.2.2.1.1,0,-8,6,2,2.2,|||1,inf,1,
8,2.2.2.2,-2,-4,2,1,,1|1||,0,0,1
8,3.1.1.1.1.1,-3,-12,0,0,,||1.1|,0,0,0
8,3.2.1.1.1,-16,-16,9,6,3.2.1.1.1,|||,9,6,0
8,3.2.2.1,-14,-12,2,1,,1||1|,0,0,1
8,3.3.1.1,-16,0,8,3,3.3.1.1,|||,8,3,0
8,3.3.2,-6,0,2,1,,|1|1|,0,0,1
8,4.1.1.1.1,-17,-8,0,0,,|||1.1,0,0,0
8,4.2.1.1,-30,0,2,1,,1|||1,0,0,1
8,4.2.2,-16,0,8,3,4.2.2,|||,8,3,0
8,4.3.1,-14,12,2,1,,|1||1,0,0,1
8,4.4,-2,4,2,1,,||1|1,0,0,1
8,5.1.1.1,-17,8,0,0,,2|||,0,0,0
8,5.2.1,-16,16,9,6,5.2.1,|||,9,6,0
8,5.3,0,8,6,2,2.2,1|||,inf,1,
8,6.1.1,-3,12,0,0,,|2||,0,0,0
8,6.2,0,8,6,2,2.2,|1||,inf,1,
8,7.1,3,4,0,0,,||2|,0,0,0
8,8,1,0,0,0,,|||2,0,0,0
10,1.1.1.1.1.1.1.1.1.1,0,1,0,0,1.1,||1.1|,0,0,0
10,2.1.1.1.1.1.1.1.1,5,4,0,0,2,|||1.1,0,0,0
10,2.2.1.1.1.1.1.1,15,0,0,0,2,1.1|||,0,0,0
10,2.2.2.1.1.1.1,20,-5,0,0,1.1,|1.1||,0,0,0
10,2.2.2.2.1.1,20,-10,2,1,1.1,|1|1|,0,0,1
10,2.2.2.2.2,6,-4,2,1,2,1|||1,0,0,1
10,3.1.1.1.1.1.1.1,20,-4,5,2,3.1.1.1,1|||,3,1,1
10,3.2.1.1.1.1.1,40,-40,7,5,3.2.1,|1||,5,4,1
10,3.2.2.1.1.1,40,-65,0,0,1.1,||2|,0,0,0
10,3.2.2.2.1,24,-56,7,5,3.2.1,|||1,5,4,1
10,3.3.1.1.1.1,5,-60,0,0,2,||1.1|,0,0,0
10,3.3.2.1.1,-10,-80,2,1,2,||1|1,0,0,1
10,3.3.2.2,-4,-44,5,2,3.1.1.1,|1||,3,1,1
10,3.3.3.1,-10,-20,2,1,2,1||1|,0,0,1
10,4.1.1.1.1.1.1,20,-36,5,2,4.1.1,|1||,3,1,1
10,4.2.1.1.1.1,0,-110,2,1,1.1,||1|1,0,0,1
10,4.2.2.1.1,-24,-129,0,0,1.1,|||1.1,0,0,0
10,4.2.2.2,-20,-60,5,2,4.1.1,1|||,3,1,1
10,4.3.1.1.1,-75,-100,0,0,2,|||2,0,0,0
10,4.3.2.1,-96,-96,11,8,4.3.2.1,|||,11,8,0
10,4.3.3,-20,-10,2,1,1.1,|1||1,0,0,1
10,4.4.1.1,-60,-20,5,2,3.1.1.1,|||1,3,1,1
10,4.4.2,-44,-4,5,2,4.1.1,||1|,3,1,1
10,5.1.1.1.1.1,-20,-54,2,1,1.1,1||1|,0,0,1
10,5.2.1.1.1,-96,-96,11,6,5.2.1.1.1,|||,11,6,0
10,5.2.2.1,-100,-75,0,0,1.1,1.1|||,0,0,0
10,5.3.1.1,-129,-24,0,0,2,2|||,0,0,0
10,5.3.2,-80,-10,2,1,1.1,1|1||,0,0,1
10,5.4.1,-56,24,7,5,3.2.1,1|||,5,4,1
10,5.5,-4,6,2,1,1.1,1|||1,0,0,1
10,6.1.1.1.1,-54,-20,2,1,2,|1||1,0,0,1
10,6.2.1.1,-110,0,2,1,2,1|1||,0,0,1
10,6.2.2,-60,5,0,0,1.1,|2||,0,0,0
10,6.3.1,-65,40,0,0,2,|1.1||,0,0,0
10,6.4,-10,20,2,1,2,|1|1|,0,0,1
10,7.1.1.1,-36,20,5,2,3.1.1.1,||1|,3,1,1
10,7.2.1,-40,40,7,5,3.2.1,||1|,5,4,1
10,7.3,-5,20,0,0,2,||2|,0,0,0
10,8.1.1,-4,20,5,2,4.1.1,|||1,3,1,1
10,8.2,0,15,0,0,1.1,|||2,0,0,0
10,9.1,4,5,0,0,1.1,2|||,0,0,0
10,10,1,0,0,0,2,|2||,0,0,0
12,1.1.1.1.1.1.1.1.1.1.1.1,-1,0,0,0,,1.1.1|||,0,0,0
12,2.1.1.1.1.1.1.1.1.1.1,-5,6,0,0,,|1.1.1||,0,0,0
12,2.2.1.1.1.1.1.1.1.1,0,24,6,1,2.2,||1.1|,inf,1,
12,2.2.2.1.1.1.1.1.1,16,40,6,1,2.2,|||1.1,inf,1,
12,2.2.2.2.1.1.1.1,35,50,0,0,,1.1|1||,0,0,0
12,2.2.2.2.2.1.1,39,36,0,0,,1|1.1||,0,0,0
12,2.2.2.2.2.2,16,16,9,2,2.2,||1|1,inf,1,
12,3.1.1.1.1.1.1.1.1.1,5,30,0,0,,||1.1.1|,0,0,0
12,3.2.1.1.1.1.1.1.1,80,80,9,6,3.2.1.1.1,|||1,9,6,0
12,3.2.2.1.1.1.1.1,189,90,0,0,,1.1||1|,0,0,0
12,3.2.2.2.1.1.1,256,64,12,7,3.2.2.2.1.1.1,|||,12,7,0
12,3.2.2.2.2.1,185,20,0,0,,1||1.1|,0,0,0
12,3.3.1.1.1.1.1.1,160,16,8,3,3.3.1.1,1|||,8,3,0
12,3.3.2.1.1.1.1,335,-70,0,0,,|1.1|1|,0,0,0
12,3.3.2.2.1.1,369,-126,0,0,,|1|1.1|,0,0,0
12,3.3.2.2.2,160,-80,8,3,3.3.1.1,|||1,8,3,0
12,3.3.3.1.1.1,160,-120,6,1,2.2,||2|,inf,1,
12,3.3.3.2.1,176,-144,9,6,3.2.1.1.1,|1||,9,6,0
12,3.3.3.3,34,-24,2,1,,1|1|1|,0,0,1
12,4.1.1.1.1.1.1.1.1,65,40,0,0,,|||1.1.1,0,0,0
12,4.2.1.1.1.1.1.1,285,0,0,0,,1.1|||1,0,0,0
12,4.2.2.1.1.1.1,480,-144,8,3,4.2.2,|1||,8,3,0
12,4.2.2.2.1.1,480,-240,8,3,4.2.2,||1|,8,3,0
12,4.2.2.2.2,195,-120,0,0,,1|||1.1,0,0,0
12,4.3.1.1.1.1.1,375,-276,0,0,,|1.1||1,0,0,0
12,4.3.2.1.1.1,576,-704,13,9,4.3.2.1.1.1,|||,13,9,0
12,4.3.2.2.1,435,-670,0,0,,|1||1.1,0,0,0
12,4.3.3.1.1,144,-456,6,1,2.2,|||2,inf,1,
12,4.3.3.2,90,-300,2,1,,1|1||1,0,0,1
12,4.4.1.1.1.1,105,-340,0,0,,||1.1|1,0,0,0
12,4.4.2.1.1,45,-630,0,0,,||1|1.1,0,0,0
12,4.4.2.2,0,-320,12,4,4.4.2.2,|||,12,4,0
12,4.4.3.1,-90,-300,2,1,,1||1|1,0,0,1
12,4.4.4,-34,-24,2,1,,|1|1|1,0,0,1
12,5.1.1.1.1.1.1.1,130,-40,2,1,,2.1|||,0,0,1
12,5.2.1.1.1.1.1,336,-336,9,6,5.2.1,|1||,9,6,0
12,5.2.2.1.1.1,384,-640,15,4,5.2.2.1.1.1,|||,15,4,0
12,5.2.2.2.1,240,-560,9,6,5.2.1,|||1,9,6,0
12,5.3.1.1.1.1,144,-720,9,2,2.2,1||1|,inf,1,
12,5.3.2.1.1,0,-1200,8,2,2.2,1|||1,inf,1,
12,5.3.2.2,-45,-630,0,0,,2|1||,0,0,0
12,5.3.3.1,-144,-456,6,1,2.2,1.1|||,inf,1,
12,5.4.1.1.1,-240,-560,9,6,3.2.1.1.1,1|||,9,6,0
12,5.4.2.1,-435,-670,0,0,,2||1|,0,0,0
12,5.4.3,-176,-144,9,6,5.2.1,||1|,9,6,0
12,5.5.1.1,-195,-120,0,0,,2|||1,0,0,0
12,5.5.2,-160,-80,8,3,4.2.2,1|||,8,3,0
12,6.1.1.1.1.1.1,74,-164,2,1,,|2.1||,0,0,1
12,6.2.1.1.1.1,0,-560,8,2,2.2,|1|1|,inf,1,
12,6.2.2.1.1,-144,-720,9,2,2.2,|1||1,inf,1,
12,6.2.2.2,-105,-340,0,0,,1|2||,0,0,0
12,6.3.1.1.1,-384,-640,15,4,6.3.1.1.1,|||,15,4,0
12,6.3.2.1,-576,-704,13,9,6.3.2.1,|||,13,9,0
12,6.3.3,-160,-120,6,1,2.2,|1.1||,inf,1,
12,6.4.1.1,-480,-240,8,3,3.3.1.1,|1||,8,3,0
12,6.4.2,-369,-126,0,0,,|2|1|,0,0,0
12,6.5.1,-185,20,0,0,,|2||1,0,0,0
12,6.6,-16,16,9,2,2.2,1|1||,inf,1,
12,7.1.1.1.1.1,-74,-164,2,1,,||2.1|,0,0,1
12,7.2.1.1.1,-336,-336,9,6,3.2.1.1.1,||1|,9,6,0
12,7.2.2.1,-375,-276,0,0,,1||2|,0,0,0
12,7.3.1.1,-480,-144,8,3,3.3.1.1,||1|,8,3,0
12,7.3.2,-335,-70,0,0,,|1|2|,0,0,0
12,7.4.1,-256,64,12,7,7.4.1,|||,12,7,0
12,7.5,-39,36,0,0,,||2|1,0,0,0
12,8.1.1.1.1,-130,-40,2,1,,|||2.1,0,0,1
12,8.2.1.1,-285,0,0,0,,1|||2,0,0,0
12,8.2.2,-160,16,8,3,4.2.2,|||1,8,3,0
12,8.3.1,-189,90,0,0,,|1||2,0,0,0
12,8.4,-35,50,0,0,,||1|2,0,0,0
12,9.1.1.1,-65,40,0,0,,3|||,0,0,0
12,9.2.1,-80,80,9,6,5.2.1,1|||,9,6,0
12,9.3,-16,40,6,1,2.2,2|||,inf,1,
12,10.1.1,-5,30,0,0,,|3||,0,0,0
12,10.2,0,24,6,1,2.2,|2||,inf,1,
12,11.1,5,6,0,0,,||3|,0,0,0
12,12,1,0,0,0,,|||3,0,0,0
14,1.1.1.1.1.1.1.1.1.1.1.1.1.1,0,-1,0,0,1.1,||1.1.1|,0,0,0
14,2.1.1.1.1.1.1.1.1.1.1.1.1,-7,-6,0,0,2,|||1.1.1,0,0,0
14,2.2.1.1.1.1.1.1.1.1.1.1,-35,0,0,0,2,1.1.1|||,0,0,0
14,2.2.2.1.1.1.1.1.1.1.1,-70,35,0,0,1.1,|1.1.1||,0,0,0
14,2.2.2.2.1.1.1.1.1.1,-98,91,0,0,1.1,|1|1.1|,0,0,0
14,2.2.2.2.2.1.1.1.1,-91,140,0,0,2,1|||1.1,0,0,0
14,2.2.2.2.2.2.1.1,-63,126,0,0,2,1.1|||1,0,0,0
14,2.2.2.2.2.2.2,-20,55,0,0,1.1,|1.1|1|,0,0,0
14,3.1.1.1.1.1.1.1.1.1.1.1,-42,6,3,1,3.1.1.1,1.1|||,3,1,0
14,3.2.1.1.1.1.1.1.1.1.1,-140,140,5,4,3.2.1,|1.1||,5,4,0
14,3.2.2.1.1.1.1.1.1.1,-168,434,2,1,1.1,||2.1|,0,0,1
14,3.2.2.2.1.1.1.1.1,-84,756,5,4,3.2.1,|||1.1,5,4,0
14,3.2.2.2.2.1.1.1,70,854,3,1,3.1.1.1,2|||,3,1,0
14,3.2.2.2.2.2.1,104,568,7,5,3.2.1,|1||1,5,4,1
14,3.3.1.1.1.1.1.1.1.1,-35,350,0,0,2,||1.1.1|,0,0,0
14,3.3.2.1.1.1.1.1.1,273,966,0,0,2,||1|1.1,0,0,0
14,3.3.2.2.1.1.1.1,756,1428,5,2,3.1.1.1,1|1||,3,1,1
14,3.3.2.2.2.1.1,966,1302,3,1,3.1.1.1,|1.1||,3,1,0
14,3.3.2.2.2.2,435,510,0,0,2,||1.1|1,0,0,0
14,3.3.3.1.1.1.1.1,595,630,0,0,2,1.1||1|,0,0,0
14,3.3.3.2.1.1.1,1260,980,5,4,3.2.1,|2||,5,4,0
14,3.3.3.2.2.1,1155,700,0,0,2,1||1.1|,0,0,0
14,3.3.3.3.1.1,630,315,0,0,1.1,|1|2|,0,0,0
14,3.3.3.3.2,434,168,2,1,2,1||1|1,0,0,1
14,4.1.1.1.1.1.1.1.1.1.1,-70,106,3,1,4.1.1,|1.1||,3,1,0
14,4.2.1.1.1.1.1.1.1.1,0,609,0,0,1.1,||1.1|1,0,0,0
14,4.2.2.1.1.1.1.1.1,504,1309,0,0,1.1,|||1.1.1,0,0,0
14,4.2.2.2.1.1.1.1,1190,1750,3,1,4.1.1,1.1|||,3,1,0
14,4.2.2.2.2.1.1,1380,1476,5,2,4.1.1,1|1||,3,1,1
14,4.2.2.2.2.2,616,581,0,0,1.1,||1|1.1,0,0,0
14,4.3.1.1.1.1.1.1.1,770,1036,2,1,2,|||2.1,0,0,1
14,4.3.2.1.1.1.1.1,2912,2016,11,8,4.3.2.1,1|||,11,8,0
14,4.3.2.2.1.1.1,4662,2086,3,1,4.1.1,|2||,3,1,0
14,4.3.2.2.2.1,3744,1184,11,8,4.3.2.1,||1|,11,8,0
14,4.3.3.1.1.1.1,2940,525,0,0,1.1,|1.1||1,0,0,0
14,4.3.3.2.1.1,4620,210,2,1,1.1,|1|1|1,0,0,1
14,4.3.3.2.2,2331,-84,0,0,2,1|||2,0,0,0
14,4.3.3.3.1,1582,-189,0,0,1.1,|1||1.1,0,0,0
14,4.4.1.1.1.1.1.1,1260,364,5,2,3.1.1.1,1|||1,3,1,1
14,4.4.2.1.1.1.1,3556,-28,5,2,4.1.1,|1|1|,3,1,1
14,4.4.2.2.1.1,4326,-714,3,1,4.1.1,||1.1|,3,1,0
14,4.4.2.2.2,2010,-470,3,1,3.1.1.1,|||1.1,3,1,0
14,4.4.3.1.1.1,3080,-1295,0,0,1.1,||2|1,0,0,0
14,4.4.3.2.1,3444,-1876,5,4,3.2.1,|||2,5,4,0
14,4.4.3.3,644,-476,5,2,4.1.1,1||1|,3,1,1
14,4.4.4.1.1,735,-910,0,0,2,||1|2,0,0,0
14,4.4.4.2,476,-644,5,2,3.1.1.1,|1||1,3,1,1
14,5.1.1.1.1.1.1.1.1.1,70,265,0,0,1.1,1||1.1|,0,0,0
14,5.2.1.1.1.1.1.1.1,896,896,15,6,5.2.1.1.1,|||1,11,6,4
14,5.2.2.1.1.1.1.1,2450,1225,0,0,1.1,1.1.1|||,0,0,0
14,5.2.2.2.1.1.1,3520,960,13,7,5.2.2.2.1.1.1,|||,13,7,0
14,5.2.2.2.2.1,2660,399,0,0,1.1,1.1||1|,0,0,0
14,5.3.1.1.1.1.1.1,2618,504,2,1,2,2.1|||,0,0,1
14,5.3.2.1.1.1.1,6650,-595,0,0,1.1,1|1.1||,0,0,0
14,5.3.2.2.1.1,7848,-1926,2,1,1.1,1|1|1|,0,0,1
14,5.3.2.2.2,3535,-1190,0,0,2,2|||1,0,0,0
14,5.3.3.1.1.1,4480,-2240,12,4,5.3.3.1.1.1,|||,12,4,0
14,5.3.3.2.1,4928,-3136,13,6,5.2.1.1.1,|1||,11,6,2
14,5.3.3.3,910,-735,0,0,1.1,1.1|1||,0,0,0
14,5.4.1.1.1.1.1,2856,-1288,7,5,3.2.1,1|1||,5,4,1
14,5.4.2.1.1.1,5838,-4599,0,0,1.1,1||2|,0,0,0
14,5.4.2.2.1,4920,-4920,7,5,3.2.1,1|||1,5,4,1
14,5.4.3.1.1,3136,-4928,13,6,5.2.1.1.1,||1|,11,6,2
14,5.4.3.2,1876,-3444,5,4,3.2.1,1.1|||,5,4,0
14,5.4.4.1,189,-1582,0,0,2,2||1|,0,0,0
14,5.5.1.1.1.1,924,-1610,2,1,1.1,1||1|1,0,0,1
14,5.5.2.1.1,1190,-3535,0,0,1.1,1|||1.1,0,0,0
14,5.5.2.2,470,-2010,3,1,4.1.1,2|||,3,1,0
14,5.5.3.1,84,-2331,0,0,1.1,1.1|||1,0,0,0
14,5.5.4,-168,-434,2,1,1.1,1|1||1,0,0,1
14,6.1.1.1.1.1.1.1.1,399,204,0,0,2,|1||1.1,0,0,0
14,6.2.1.1.1.1.1.1,1925,0,0,0,2,1.1|1||,0,0,0
14,6.2.2.1.1.1.1,3620,-1030,2,1,1.1,|2.1||,0,0,1
14,6.2.2.2.1.1,3780,-1785,0,0,1.1,|2|1|,0,0,0
14,6.2.2.2.2,1610,-924,2,1,2,1|1||1,0,0,1
14,6.3.1.1.1.1.1,3185,-1960,0,0,2,|1.1.1||,0,0,0
14,6.3.2.1.1.1,5760,-5760,15,9,6.3.2.1.1.1,|||,15,9,0
14,6.3.2.2.1,4599,-5838,0,0,2,|1.1||1,0,0,0
14,6.3.3.1.1,2240,-4480,12,4,6.3.3.1.1,|||,12,4,0
14,6.3.3.2,1295,-3080,0,0,2,1|1.1||,0,0,0
14,6.4.1.1.1.1,1785,-3780,0,0,2,|1|1.1|,0,0,0
14,6.4.2.1.1,1926,-7848,2,1,2,|1|1|1,0,0,1
14,6.4.2.2,714,-4326,3,1,3.1.1.1,|2||,3,1,0
14,6.4.3.1,-210,-4620,2,1,2,1|1|1|,0,0,1
14,6.4.4,-315,-630,0,0,2,|1.1|1|,0,0,0
14,6.5.1.1.1,-399,-2660,0,0,2,|1||2,0,0,0
14,6.5.2.1,-1184,-3744,11,8,4.3.2.1,|1||,11,8,0
14,6.5.3,-700,-1155,0,0,1.1,|2||1,0,0,0
14,6.6.1.1,-581,-616,0,0,2,2|1||,0,0,0
14,6.6.2,-510,-435,0,0,1.1,1|2||,0,0,0
14,7.1.1.1.1.1.1.1,532,-204,5,2,3.1.1.1,1||1|,3,1,1
14,7.2.1.1.1.1.1,1560,-1560,7,5,3.2.1,|1|1|,5,4,1
14,7.2.2.1.1.1,1960,-3185,0,0,1.1,||3|,0,0,0
14,7.2.2.2.1,1288,-2856,7,5,3.2.1,||1|1,5,4,1
14,7.3.1.1.1.1,1030,-3620,2,1,2,||2.1|,0,0,1
14,7.3.2.1.1,595,-6650,0,0,2,||2|1,0,0,0
14,7.3.2.2,28,-3556,5,2,3.1.1.1,|1|1|,3,1,1
14,7.3.3.1,-525,-2940,0,0,2,1||2|,0,0,0
14,7.4.1.1.1,-960,-3520,13,7,7.4.1.1.1,|||,13,7,0
14,7.4.2.1,-2086,-4662,3,1,3.1.1.1,||1.1|,3,1,0
14,7.4.3,-980,-1260,5,4,3.2.1,||1.1|,5,4,0
14,7.5.1.1,-1476,-1380,5,2,3.1.1.1,||1|1,3,1,1
14,7.5.2,-1302,-966,3,1,4.1.1,||2|,3,1,0
14,7.6.1,-568,-104,7,5,3.2.1,1||1|,5,4,1
14,7.7,-55,20,0,0,2,|1|2|,0,0,0
14,8.1.1.1.1.1.1,204,-532,5,2,4.1.1,|1||1,3,1,1
14,8.2.1.1.1.1,0,-1925,0,0,1.1,||1|2,0,0,0
14,8.2.2.1.1,-504,-2618,2,1,1.1,|||2.1,0,0,1
14,8.2.2.2,-364,-1260,5,2,4.1.1,1|||1,3,1,1
14,8.3.1.1.1,-1225,-2450,0,0,2,|||3,0,0,0
14,8.3.2.1,-2016,-2912,11,8,4.3.2.1,|||1,11,8,0
14,8.3.3,-630,-595,0,0,1.1,|1||2,0,0,0
14,8.4.1.1,-1750,-1190,3,1,3.1.1.1,|||2,3,1,0
14,8.4.2,-1428,-756,5,2,4.1.1,||1|1,3,1,1
14,8.5.1,-854,-70,3,1,4.1.1,|||1.1,3,1,0
14,8.6,-126,63,0,0,1.1,1|||2,0,0,0
14,9.1.1.1.1.1,-204,-399,0,0,1.1,2||1|,0,0,0
14,9.2.1.1.1,-896,-896,15,6,5.2.1.1.1,1|||,11,6,4
14,9.2.2.1,-1036,-770,2,1,1.1,2.1|||,0,0,1
14,9.3.1.1,-1309,-504,0,0,2,3|||,0,0,0
14,9.3.2,-966,-273,0,0,1.1,2|1||,0,0,0
14,9.4.1,-756,84,5,4,3.2.1,2|||,5,4,0
14,9.5,-140,91,0,0,1.1,2|||1,0,0,0
14,10.1.1.1.1,-265,-70,0,0,2,|2||1,0,0,0
14,10.2.1.1,-609,0,0,0,2,1|2||,0,0,0
14,10.2.2,-350,35,0,0,1.1,|3||,0,0,0
14,10.3.1,-434,168,2,1,2,|2.1||,0,0,1
14,10.4,-91,98,0,0,2,|2|1|,0,0,0
14,11.1.1.1,-106,70,3,1,3.1.1.1,||2|,3,1,0
14,11.2.1,-140,140,5,4,3.2.1,||2|,5,4,0
14,11.3,-35,70,0,0,2,||3|,0,0,0
14,12.1.1,-6,42,3,1,4.1.1,|||2,3,1,0
14,12.2,0,35,0,0,1.1,|||3,0,0,0
14,13.1,6,7,0,0,1.1,3|||,0,0,0
14,14,1,0,0,0,2,|3||,0,0,0
16,1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,1,0,0,0,,1.1.1.1|||,0,0,0
16,2.1.1.1.1.1.1.1.1.1.1.1.1.1.1,7,-8,0,0,,|1.1.1.1||,0,0,0
16,2.2.1.1.1.1.1.1.1.1.1.1.1.1,0,-48,8,3,2.2,||1.1.1|,inf,1,
16,2.2.2.1.1.1.1.1.1.1.1.1.1,-64,-112,8,3,2.2,|||1.1.1,inf,1,
16,2.2.2.2.1.1.1.1.1.1.1.1,-196,-168,4,2,,1.1.1|1||,0,0,2
16,2.2.2.2.2.1.1.1.1.1.1,-364,-168,4,2,,1|1.1.1||,0,0,2
16,2.2.2.2.2.2.1.1.1.1,-448,-112,8,3,2.2,||1.1|1,inf,1,
16,2.2.2.2.2.2.2.1.1,-384,-48,8,3,2.2,||1|1.1,inf,1,
16,2.2.2.2.2.2.2.2,-146,-8,2,1,,1.1|1.1||,0,0,1
16,3.1.1.1.1.1.1.1.1.1.1.1.1.1,-7,-56,0,0,,||1.1.1.1|,0,0,0
16,3.2.1.1.1.1.1.1.1.1.1.1.1,-224,-224,11,7,3.2.1.1.1,|||1.1,9,6,1
16,3.2.2.1.1.1.1.1.1.1.1.1,-860,-280,4,2,,1.1.1||1|,0,0,2
16,3.2.2.2.1.1.1.1.1.1.1,-1792,0,16,9,3.2.2.2.1.1.1,|1||,12,7,2
16,3.2.2.2.2.1.1.1.1.1,-2548,616,4,2,,1||1.1.1|,0,0,2
16,3.2.2.2.2.2.1.1.1,-2528,1056,11,7,3.2.1.1.1,|||2,9,6,1
16,3.2.2.2.2.2.2.1,-1582,840,2,1,,1.1||1.1|,0,0,1
16,3.3.1.1.1.1.1.1.1.1.1.1,-672,-64,10,4,3.3.1.1,1.1|||,8,3,1
16,3.3.2.1.1.1.1.1.1.1.1,-2268,784,4,2,,|1.1.1|1|,0,0,2
16,3.3.2.2.1.1.1.1.1.1,-4004,2800,4,2,,|1|1.1.1|,0,0,2
16,3.3.2.2.2.1.1.1.1,-4704,4928,10,4,3.3.1.1,|||1.1,8,3,1
16,3.3.2.2.2.2.1.1,-3648,4992,12,5,3.3.1.1,1|||1,8,3,2
16,3.3.2.2.2.2.2,-1386,2128,2,1,,|1.1|1.1|,0,0,1
16,3.3.3.1.1.1.1.1.1.1,-1792,2016,10,4,2.2,||2.1|,inf,1,
16,3.3.3.2.1.1.1.1.1,-3136,5824,13,8,3.2.1.1.1,|1||1,9,6,2
16,3.3.3.2.2.1.1.1,-2912,8512,10,4,3.3.1.1,2|||,8,3,1
16,3.3.3.2.2.2.1,-1504,6432,11,7,3.2.1.1.1,|1.1||,9,6,1
16,3.3.3.3.1.1.1.1,-868,4256,4,2,,1.1|1|1|,0,0,2
16,3.3.3.3.2.1.1,-420,6440,4,2,,1|1.1|1|,0,0,2
16,3.3.3.3.2.2,64,3088,8,3,2.2,||2|1,inf,1,
16,3.3.3.3.3.1,196,2072,4,2,,1|1|1.1|,0,0,2
16,4.1.1.1.1.1.1.1.1.1.1.1.1,-161,-112,0,0,,|||1.1.1.1,0,0,0
16,4.2.1.1.1.1.1.1.1.1.1.1,-1148,0,4,2,,1.1.1|||1,0,0,2
16,4.2.2.1.1.1.1.1.1.1.1,-2976,1344,10,4,4.2.2,|1.1||,8,3,1
16,4.2.2.2.1.1.1.1.1.1,-4704,4032,10,4,4.2.2,||1.1|,8,3,1
16,4.2.2.2.2.1.1.1.1,-5060,6560,4,2,,1|||1.1.1,0,0,2
16,4.2.2.2.2.2.1.1,-3738,6384,2,1,,1.1|||1.1,0,0,1
16,4.2.2.2.2.2.2,-1344,2688,12,5,4.2.2,|1|1|,8,3,2
16,4.3.1.1.1.1.1.1.1.1.1,-2380,1800,4,2,,|1.1.1||1,0,0,2
16,4.3.2.1.1.1.1.1.1.1,-5376,8960,17,11,4.3.2.1.1.1,||1|,13,9,2
16,4.3.2.2.1.1.1.1.1,-5796,19208,4,2,,|1||1.1.1,0,0,2
16,4.3.2.2.2.1.1.1,-3072,24576,20,12,4.3.2.2.2.1.1.1,|||,20,12,0
16,4.3.2.2.2.2.1,-462,17528,2,1,,|1.1||1.1,0,0,1
16,4.3.3.1.1.1.1.1.1,-896,11872,10,4,2.2,|||2.1,inf,1,
16,4.3.3.2.1.1.1.1,3500,26600,4,2,,1.1|1||1,0,0,2
16,4.3.3.2.2.1.1,8028,29520,4,2,,1|1.1||1,0,0,2
16,4.3.3.2.2.2,4480,12880,8,3,2.2,||1|2,inf,1,
16,4.3.3.3.1.1.1,6048,14784,10,4,4.2.2,|2||,8,3,1
16,4.3.3.3.2.1,8448,15616,17,11,4.3.2.1.1.1,1|||,13,9,2
16,4.3.3.3.3,1932,2744,4,2,,1|1||1.1,0,0,2
16,4.4.1.1.1.1.1.1.1.1,-980,3640,4,2,,||1.1.1|1,0,0,2
16,4.4.2.1.1.1.1.1.1,1092,13496,4,2,,||1|1.1.1,0,0,2
16,4.4.2.2.1.1.1.1,7168,23296,16,6,4.4.2.2,1|||,12,4,2
16,4.4.2.2.2.1.1,10752,23296,16,6,4.4.2.2,|1||,12,4,2
16,4.4.2.2.2.2,5390,9800,2,1,,||1.1|1.1,0,0,1
16,4.4.3.1.1.1.1.1,8820,15960,4,2,,1.1||1|1,0,0,2
16,4.4.3.2.1.1.1,23296,28672,16,9,3.2.2.2.1.1.1,|||1,12,7,2
16,4.4.3.2.2.1,22820,22960,4,2,,1||1.1|1,0,0,2
16,4.4.3.3.1.1,15456,12096,10,4,4.2.2,||2|,8,3,1
16,4.4.3.3.2,10452,7176,4,2,,1||1|1.1,0,0,2
16,4.4.4.1.1.1.1,8316,5432,4,2,,|1.1|1|1,0,0,2
16,4.4.4.2.1.1,16100,7560,4,2,,|1|1.1|1,0,0,2
16,4.4.4.2.2,8800,3520,10,4,3.3.1.1,|||2,8,3,1
16,4.4.4.3.1,8484,2240,4,2,,|1|1|1.1,0,0,2
16,4.4.4.4,952,0,6,3,,1|1|1|1,0,0,3
16,5.1.1.1.1.1.1.1.1.1.1.1,-483,112,0,0,,2.1.1|||,0,0,0
