n,lam,d,cand,Lzero,Rzero,shift_c,ratio_re,ratio_im
11,5|4|1|1,2,princN11,0,0,,0.02381,0.0
11,5|4|1|1,2,fakedeg,0,0,0,1.0,0.0
11,5|4|1|1,3,princN4,0,0,,45.75,58.456715
11,5|4|1|1,3,princN5,0,1,,,
11,5|4|1|1,3,princN11,0,1,,,
11,5|4|1|1,3,fakedeg,0,0,,30.5,38.971143
11,5|4|1|1,4,princN4,0,1,,,
11,5|4|1|1,4,princN5,0,0,,245.0,-20.0
11,5|4|1|1,4,princN11,0,1,,,
11,5|4|1|1,4,fakedeg,0,0,,245.0,-20.0
11,5|3|3,2,princN3,0,0,,10.0,-0.0
11,5|3|3,2,princN4,0,1,,,
11,5|3|3,2,princN5,0,0,,0.833333,-0.0
11,5|3|3,2,princN11,0,0,,0.019048,0.0
11,5|3|3,2,fakedeg,0,0,0,1.0,0.0
11,5|3|3,3,princN3,0,1,,,
11,5|3|3,3,princN4,0,0,,64.5,64.951905
11,5|3|3,3,princN5,0,1,,,
11,5|3|3,3,princN11,0,1,,,
11,5|3|3,3,fakedeg,0,0,,21.5,21.650635
11,5|3|3,4,princN3,0,1,,,
11,5|3|3,4,princN4,0,1,,,
11,5|3|3,4,princN5,0,1,,,
11,5|3|3,4,princN11,0,1,,,
11,5|3|3,4,fakedeg,0,1,,,
11,5|3|2|1,2,princN4,1,1,0,,
11,5|3|2|1,2,princN5,1,1,0,,
11,5|3|2|1,2,princN11,1,1,0,,
11,5|3|2|1,2,fakedeg,1,1,0,,
11,5|3|2|1,3,princN4,0,0,,-175.5,-226.03263
11,5|3|2|1,3,princN5,0,1,,,
11,5|3|2|1,3,princN11,0,1,,,
11,5|3|2|1,3,fakedeg,0,0,,-58.5,-75.34421
11,5|3|2|1,4,princN4,0,1,,,
11,5|3|2|1,4,princN5,0,1,,,
11,5|3|2|1,4,princN11,0,1,,,
11,5|3|2|1,4,fakedeg,0,0,,-305.0,-100.0
11,5|3|1|1|1,2,princN5,0,0,,1.666667,-0.0
11,5|3|1|1|1,2,princN6,0,1,,,
11,5|3|1|1|1,2,princN11,0,0,,0.02381,0.0
11,5|3|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,5|3|1|1|1,3,princN5,0,1,,,
11,5|3|1|1|1,3,princN6,0,1,,,
11,5|3|1|1|1,3,princN11,0,1,,,
11,5|3|1|1|1,3,fakedeg,0,0,,82.0,150.68842
11,5|3|1|1|1,4,princN5,0,1,,,
11,5|3|1|1|1,4,princN6,0,1,,,
11,5|3|1|1|1,4,princN11,0,1,,,
11,5|3|1|1|1,4,fakedeg,0,1,,,
11,5|2|2|2,2,princN4,0,1,,,
11,5|2|2|2,2,princN5,0,0,,2.5,0.0
11,5|2|2|2,2,princN11,0,0,,0.028571,0.0
11,5|2|2|2,2,fakedeg,0,0,0,1.0,0.0
11,5|2|2|2,3,princN4,0,0,,30.0,38.971143
11,5|2|2|2,3,princN5,0,1,,,
11,5|2|2|2,3,princN11,0,1,,,
11,5|2|2|2,3,fakedeg,0,0,,10.0,12.990381
11,5|2|2|2,4,princN4,0,1,,,
11,5|2|2|2,4,princN5,0,1,,,
11,5|2|2|2,4,princN11,0,0,,-45.0,-40.0
11,5|2|2|2,4,fakedeg,0,0,,-135.0,-120.0
11,5|2|2|1|1,2,princN5,0,0,,2.5,-0.0
11,5|2|2|1|1,2,princN6,0,1,,,
11,5|2|2|1|1,2,princN11,0,0,,0.028571,0.0
11,5|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
11,5|2|2|1|1,3,princN5,0,0,,82.0,-150.68842
11,5|2|2|1|1,3,princN6,0,1,,,
11,5|2|2|1|1,3,princN11,0,0,,8.2,-15.068842
11,5|2|2|1|1,3,fakedeg,0,0,,82.0,-150.68842
11,5|2|2|1|1,4,princN5,0,1,,,
11,5|2|2|1|1,4,princN6,0,1,,,
11,5|2|2|1|1,4,princN11,0,1,,,
11,5|2|2|1|1,4,fakedeg,0,1,,,
11,5|2|1|1|1|1,2,princN5,0,1,,,
11,5|2|1|1|1|1,2,princN6,0,1,,,
11,5|2|1|1|1|1,2,princN7,0,0,0,1.0,0.0
11,5|2|1|1|1|1,2,princN11,0,0,,0.047619,0.0
11,5|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
11,5|2|1|1|1|1,3,princN5,0,1,,,
11,5|2|1|1|1|1,3,princN6,0,1,,,
11,5|2|1|1|1|1,3,princN7,0,0,,-13.5,-28.578838
11,5|2|1|1|1|1,3,princN11,0,1,,,
11,5|2|1|1|1|1,3,fakedeg,0,0,,-13.5,-28.578838
11,5|2|1|1|1|1,4,princN5,0,1,,,
11,5|2|1|1|1|1,4,princN6,0,1,,,
11,5|2|1|1|1|1,4,princN7,0,1,,,
11,5|2|1|1|1|1,4,princN11,0,1,,,
11,5|2|1|1|1|1,4,fakedeg,0,1,,,
11,5|1|1|1|1|1|1,2,princN5,0,1,,,
11,5|1|1|1|1|1|1,2,princN7,0,0,0,1.0,0.0
11,5|1|1|1|1|1|1,2,princN8,0,1,,,
11,5|1|1|1|1|1|1,2,princN11,0,0,,0.047619,0.0
11,5|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
11,5|1|1|1|1|1|1,3,princN5,0,1,,,
11,5|1|1|1|1|1|1,3,princN7,0,0,,3.5,6.062178
11,5|1|1|1|1|1|1,3,princN8,0,1,,,
11,5|1|1|1|1|1|1,3,princN11,0,1,,,
11,5|1|1|1|1|1|1,3,fakedeg,0,0,,3.5,6.062178
11,5|1|1|1|1|1|1,4,princN5,0,1,,,
11,5|1|1|1|1|1|1,4,princN7,0,0,,45.0,0.0
11,5|1|1|1|1|1|1,4,princN8,0,1,,,
11,5|1|1|1|1|1|1,4,princN11,0,0,,15.0,0.0
11,5|1|1|1|1|1|1,4,fakedeg,0,0,,45.0,0.0
11,4|4|3,2,princN3,0,0,,10.0,-0.0
11,4|4|3,2,princN4,0,1,,,
11,4|4|3,2,princN11,0,0,,0.019048,0.0
11,4|4|3,2,fakedeg,0,0,0,1.0,-0.0
11,4|4|3,3,princN3,0,1,,,
11,4|4|3,3,princN4,0,1,,,
11,4|4|3,3,princN11,0,0,,0.9375,-2.489823
11,4|4|3,3,fakedeg,0,0,,7.5,-19.918584
11,4|4|3,4,princN3,0,0,,-14.0,-64.0
11,4|4|3,4,princN4,0,1,,,
11,4|4|3,4,princN11,0,0,,-1.555556,-7.111111
11,4|4|3,4,fakedeg,0,0,,-7.0,-32.0
11,4|4|2|1,2,princN4,1,1,0,,
11,4|4|2|1,2,princN5,1,1,0,,
11,4|4|2|1,2,princN11,1,1,0,,
11,4|4|2|1,2,fakedeg,1,1,0,,
11,4|4|2|1,3,princN4,0,1,,,
11,4|4|2|1,3,princN5,0,0,,-39.75,74.045172
11,4|4|2|1,3,princN11,0,0,,-3.3125,6.170431
11,4|4|2|1,3,fakedeg,0,0,,-26.5,49.363448
11,4|4|2|1,4,princN4,0,1,,,
11,4|4|2|1,4,princN5,0,1,,,
11,4|4|2|1,4,princN11,0,1,,,
11,4|4|2|1,4,fakedeg,0,1,,,
11,4|4|1|1|1,2,princN4,0,1,,,
11,4|4|1|1|1,2,princN5,0,0,,1.666667,-0.0
11,4|4|1|1|1,2,princN6,0,1,,,
11,4|4|1|1|1,2,princN11,0,0,,0.02381,0.0
11,4|4|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,4|4|1|1|1,3,princN4,0,1,,,
11,4|4|1|1|1,3,princN5,0,0,,15.0,-19.485572
11,4|4|1|1|1,3,princN6,0,1,,,
11,4|4|1|1|1,3,princN11,0,0,,1.25,-1.623798
11,4|4|1|1|1,3,fakedeg,0,0,,10.0,-12.990381
11,4|4|1|1|1,4,princN4,0,1,,,
11,4|4|1|1|1,4,princN5,0,0,,-135.0,120.0
11,4|4|1|1|1,4,princN6,0,1,,,
11,4|4|1|1|1,4,princN11,0,1,,,
11,4|4|1|1|1,4,fakedeg,0,0,,-135.0,120.0
11,4|3|3|1,2,princN4,1,1,0,,
11,4|3|3|1,2,princN5,1,1,0,,
11,4|3|3|1,2,princN11,1,1,0,,
11,4|3|3|1,2,fakedeg,1,1,0,,
11,4|3|3|1,3,princN4,0,1,,,
11,4|3|3|1,3,princN5,0,1,,,
11,4|3|3|1,3,princN11,0,1,,,
11,4|3|3|1,3,fakedeg,0,1,,,
11,4|3|3|1,4,princN4,0,1,,,
11,4|3|3|1,4,princN5,0,1,,,
11,4|3|3|1,4,princN11,0,1,,,
11,4|3|3|1,4,fakedeg,0,0,,63.0,-0.0
11,4|3|2|2,2,princN4,1,1,0,,
11,4|3|2|2,2,princN5,1,1,0,,
11,4|3|2|2,2,princN11,1,1,0,,
11,4|3|2|2,2,fakedeg,1,1,0,,
11,4|3|2|2,3,princN4,0,0,,-79.5,-148.090344
11,4|3|2|2,3,princN5,0,1,,,
11,4|3|2|2,3,princN11,0,1,,,
11,4|3|2|2,3,fakedeg,0,0,,-26.5,-49.363448
11,4|3|2|2,4,princN4,0,1,,,
11,4|3|2|2,4,princN5,0,1,,,
11,4|3|2|2,4,princN11,0,1,,,
11,4|3|2|2,4,fakedeg,0,1,,,
11,4|3|2|1|1,2,princN4,1,1,0,,
11,4|3|2|1|1,2,princN5,1,1,0,,
11,4|3|2|1|1,2,princN6,1,1,0,,
11,4|3|2|1|1,2,princN11,1,1,0,,
11,4|3|2|1|1,2,fakedeg,1,1,0,,
11,4|3|2|1|1,3,princN4,0,1,,,
11,4|3|2|1|1,3,princN5,0,0,,-87.75,113.016315
11,4|3|2|1|1,3,princN6,0,1,,,
11,4|3|2|1|1,3,princN11,0,0,,-7.3125,9.418026
11,4|3|2|1|1,3,fakedeg,0,0,,-58.5,75.34421
11,4|3|2|1|1,4,princN4,0,1,,,
11,4|3|2|1|1,4,princN5,0,1,,,
11,4|3|2|1|1,4,princN6,0,0,,-305.0,100.0
11,4|3|2|1|1,4,princN11,0,1,,,
11,4|3|2|1|1,4,fakedeg,0,0,,-305.0,100.0
11,4|3|1|1|1|1,2,princN4,1,1,0,,
11,4|3|1|1|1|1,2,princN6,1,1,0,,
11,4|3|1|1|1|1,2,princN7,1,1,0,,
11,4|3|1|1|1|1,2,princN11,1,1,0,,
11,4|3|1|1|1|1,2,fakedeg,1,1,0,,
11,4|3|1|1|1|1,3,princN4,0,1,,,
11,4|3|1|1|1|1,3,princN6,0,1,,,
11,4|3|1|1|1|1,3,princN7,0,0,,17.5,64.951905
11,4|3|1|1|1|1,3,princN11,0,1,,,
11,4|3|1|1|1|1,3,fakedeg,0,0,,17.5,64.951905
11,4|3|1|1|1|1,4,princN4,0,1,,,
11,4|3|1|1|1|1,4,princN6,0,0,,85.0,-50.0
11,4|3|1|1|1|1,4,princN7,0,1,,,
11,4|3|1|1|1|1,4,princN11,0,1,,,
11,4|3|1|1|1|1,4,fakedeg,0,0,,85.0,-50.0
11,4|2|2|2|1,2,princN4,0,1,,,
11,4|2|2|2|1,2,princN5,0,0,,2.5,-0.0
11,4|2|2|2|1,2,princN6,0,1,,,
11,4|2|2|2|1,2,princN11,0,0,,0.028571,0.0
11,4|2|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
11,4|2|2|2|1,3,princN4,0,1,,,
11,4|2|2|2|1,3,princN5,0,0,,91.5,-116.91343
11,4|2|2|2|1,3,princN6,0,1,,,
11,4|2|2|2|1,3,princN11,0,0,,5.083333,-6.495191
11,4|2|2|2|1,3,fakedeg,0,0,,30.5,-38.971143
11,4|2|2|2|1,4,princN4,0,1,,,
11,4|2|2|2|1,4,princN5,0,1,,,
11,4|2|2|2|1,4,princN6,0,1,,,
11,4|2|2|2|1,4,princN11,0,0,,81.666667,6.666667
11,4|2|2|2|1,4,fakedeg,0,0,,245.0,20.0
11,4|2|2|1|1|1,2,princN4,1,1,0,,
11,4|2|2|1|1|1,2,princN6,1,1,0,,
11,4|2|2|1|1|1,2,princN7,1,1,0,,
11,4|2|2|1|1|1,2,princN11,1,1,0,,
11,4|2|2|1|1|1,2,fakedeg,1,1,0,,
11,4|2|2|1|1|1,3,princN4,0,1,,,
11,4|2|2|1|1|1,3,princN6,0,1,,,
11,4|2|2|1|1|1,3,princN7,0,1,,,
11,4|2|2|1|1|1,3,princN11,0,0,,-27.5,28.578838
11,4|2|2|1|1|1,3,fakedeg,0,0,,-110.0,114.315353
11,4|2|2|1|1|1,4,princN4,0,1,,,
11,4|2|2|1|1|1,4,princN6,0,1,,,
11,4|2|2|1|1|1,4,princN7,0,1,,,
11,4|2|2|1|1|1,4,princN11,0,1,,,
11,4|2|2|1|1|1,4,fakedeg,0,1,,,
11,4|2|1|1|1|1|1,2,princN4,0,1,,,
11,4|2|1|1|1|1|1,2,princN7,0,0,0,1.0,-0.0
11,4|2|1|1|1|1|1,2,princN8,0,1,,,
11,4|2|1|1|1|1|1,2,princN11,0,0,,0.047619,0.0
11,4|2|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,4|2|1|1|1|1|1,3,princN4,0,1,,,
11,4|2|1|1|1|1|1,3,princN7,0,1,,,
11,4|2|1|1|1|1|1,3,princN8,0,1,,,
11,4|2|1|1|1|1|1,3,princN11,0,1,,,
11,4|2|1|1|1|1|1,3,fakedeg,0,1,,,
11,4|2|1|1|1|1|1,4,princN4,0,1,,,
11,4|2|1|1|1|1|1,4,princN7,0,0,,-93.0,30.0
11,4|2|1|1|1|1|1,4,princN8,0,1,,,
11,4|2|1|1|1|1|1,4,princN11,0,0,,-31.0,10.0
11,4|2|1|1|1|1|1,4,fakedeg,0,0,,-93.0,30.0
11,4|1|1|1|1|1|1|1,2,princN4,1,1,0,,
11,4|1|1|1|1|1|1|1,2,princN8,1,1,0,,
11,4|1|1|1|1|1|1|1,2,princN9,1,1,0,,
11,4|1|1|1|1|1|1|1,2,princN11,1,1,0,,
11,4|1|1|1|1|1|1|1,2,fakedeg,1,1,0,,
11,4|1|1|1|1|1|1|1,3,princN4,0,1,,,
11,4|1|1|1|1|1|1|1,3,princN8,0,0,,4.5,-4.330127
11,4|1|1|1|1|1|1|1,3,princN9,0,1,,,
11,4|1|1|1|1|1|1|1,3,princN11,0,0,,1.125,-1.082532
11,4|1|1|1|1|1|1|1,3,fakedeg,0,0,,4.5,-4.330127
11,4|1|1|1|1|1|1|1,4,princN4,0,1,,,
11,4|1|1|1|1|1|1|1,4,princN8,0,1,,,
11,4|1|1|1|1|1|1|1,4,princN9,0,1,,,
11,4|1|1|1|1|1|1|1,4,princN11,0,1,,,
11,4|1|1|1|1|1|1|1,4,fakedeg,0,1,,,
11,3|3|3|2,2,princN3,0,1,,,
11,3|3|3|2,2,princN4,0,1,,,
11,3|3|3|2,2,princN5,0,0,,3.333333,-0.0
11,3|3|3|2,2,princN11,0,0,,0.033333,0.0
11,3|3|3|2,2,fakedeg,0,0,0,1.0,0.0
11,3|3|3|2,3,princN3,0,1,,,
11,3|3|3|2,3,princN4,0,0,,22.5,59.755753
11,3|3|3|2,3,princN5,0,1,,,
11,3|3|3|2,3,princN11,0,1,,,
11,3|3|3|2,3,fakedeg,0,0,,7.5,19.918584
11,3|3|3|2,4,princN3,0,1,,,
11,3|3|3|2,4,princN4,0,1,,,
11,3|3|3|2,4,princN5,0,0,,-14.0,64.0
11,3|3|3|2,4,princN11,0,1,,,
11,3|3|3|2,4,fakedeg,0,0,,-7.0,32.0
11,3|3|3|1|1,2,princN3,0,1,,,
11,3|3|3|1|1,2,princN5,0,0,,3.333333,-0.0
11,3|3|3|1|1,2,princN6,0,1,,,
11,3|3|3|1|1,2,princN11,0,0,,0.033333,0.0
11,3|3|3|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,3|3|3|1|1,3,princN3,0,1,,,
11,3|3|3|1|1,3,princN5,0,0,,32.25,-32.475953
11,3|3|3|1|1,3,princN6,0,1,,,
11,3|3|3|1|1,3,princN11,0,0,,2.6875,-2.706329
11,3|3|3|1|1,3,fakedeg,0,0,,21.5,-21.650635
11,3|3|3|1|1,4,princN3,0,1,,,
11,3|3|3|1|1,4,princN5,0,1,,,
11,3|3|3|1|1,4,princN6,0,1,,,
11,3|3|3|1|1,4,princN11,0,1,,,
11,3|3|3|1|1,4,fakedeg,0,1,,,
11,3|3|2|2|1,2,princN3,0,1,,,
11,3|3|2|2|1,2,princN5,0,0,,3.333333,-0.0
11,3|3|2|2|1,2,princN6,0,1,,,
11,3|3|2|2|1,2,princN11,0,0,,0.033333,-0.0
11,3|3|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
11,3|3|2|2|1,3,princN3,0,1,,,
11,3|3|2|2|1,3,princN5,0,1,,,
11,3|3|2|2|1,3,princN6,0,1,,,
11,3|3|2|2|1,3,princN11,0,1,,,
11,3|3|2|2|1,3,fakedeg,0,1,,,
11,3|3|2|2|1,4,princN3,0,1,,,
11,3|3|2|2|1,4,princN5,0,0,,-10.0,-180.0
11,3|3|2|2|1,4,princN6,0,1,,,
11,3|3|2|2|1,4,princN11,0,1,,,
11,3|3|2|2|1,4,fakedeg,0,0,,-5.0,-90.0
11,3|3|2|1|1|1,2,princN3,1,1,0,,
11,3|3|2|1|1|1,2,princN6,1,1,0,,
11,3|3|2|1|1|1,2,princN7,1,1,0,,
11,3|3|2|1|1|1,2,princN11,1,1,0,,
11,3|3|2|1|1|1,2,fakedeg,1,1,0,,
11,3|3|2|1|1|1,3,princN3,0,1,,,
11,3|3|2|1|1|1,3,princN6,0,1,,,
11,3|3|2|1|1|1,3,princN7,0,1,,,
11,3|3|2|1|1|1,3,princN11,0,1,,,
11,3|3|2|1|1|1,3,fakedeg,0,1,,,
11,3|3|2|1|1|1,4,princN3,0,1,,,
11,3|3|2|1|1|1,4,princN6,0,0,,-85.0,120.0
11,3|3|2|1|1|1,4,princN7,0,1,,,
11,3|3|2|1|1|1,4,princN11,0,1,,,
11,3|3|2|1|1|1,4,fakedeg,0,0,,-85.0,120.0
11,3|3|1|1|1|1|1,2,princN3,0,1,,,
11,3|3|1|1|1|1|1,2,princN7,0,0,,1.25,-0.0
11,3|3|1|1|1|1|1,2,princN8,0,1,,,
11,3|3|1|1|1|1|1,2,princN11,0,0,,0.055556,0.0
11,3|3|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,3|3|1|1|1|1|1,3,princN3,0,1,,,
11,3|3|1|1|1|1|1,3,princN7,0,0,,-2.0,-31.176915
11,3|3|1|1|1|1|1,3,princN8,0,1,,,
11,3|3|1|1|1|1|1,3,princN11,0,1,,,
11,3|3|1|1|1|1|1,3,fakedeg,0,0,,-2.0,-31.176915
11,3|3|1|1|1|1|1,4,princN3,0,1,,,
11,3|3|1|1|1|1|1,4,princN7,0,1,,,
11,3|3|1|1|1|1|1,4,princN8,0,1,,,
11,3|3|1|1|1|1|1,4,princN11,0,1,,,
11,3|3|1|1|1|1|1,4,fakedeg,0,0,,45.0,100.0
11,3|2|2|2|2,2,princN3,0,1,,,
11,3|2|2|2|2,2,princN5,0,0,,10.0,0.0
11,3|2|2|2|2,2,princN6,0,1,,,
11,3|2|2|2|2,2,princN11,0,0,,0.05,0.0
11,3|2|2|2|2,2,fakedeg,0,0,0,1.0,0.0
11,3|2|2|2|2,3,princN3,0,1,,,
11,3|2|2|2|2,3,princN5,0,0,,-40.5,33.774991
11,3|2|2|2|2,3,princN6,0,1,,,
11,3|2|2|2|2,3,princN11,0,0,,-2.25,1.876388
11,3|2|2|2|2,3,fakedeg,0,0,,-13.5,11.25833
11,3|2|2|2|2,4,princN3,0,1,,,
11,3|2|2|2|2,4,princN5,0,0,,30.0,60.0
11,3|2|2|2|2,4,princN6,0,1,,,
11,3|2|2|2|2,4,princN11,0,1,,,
11,3|2|2|2|2,4,fakedeg,0,0,,15.0,30.0
11,3|2|2|2|1|1,2,princN3,0,1,,,
11,3|2|2|2|1|1,2,princN6,0,1,,,
11,3|2|2|2|1|1,2,princN7,0,0,,1.666667,0.0
11,3|2|2|2|1|1,2,princN11,0,0,,0.066667,-0.0
11,3|2|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
11,3|2|2|2|1|1,3,princN3,0,1,,,
11,3|2|2|2|1|1,3,princN6,0,1,,,
11,3|2|2|2|1|1,3,princN7,0,1,,,
11,3|2|2|2|1|1,3,princN11,0,1,,,
11,3|2|2|2|1|1,3,fakedeg,0,1,,,
11,3|2|2|2|1|1,4,princN3,0,1,,,
11,3|2|2|2|1|1,4,princN6,0,1,,,
11,3|2|2|2|1|1,4,princN7,0,0,,-131.0,84.0
11,3|2|2|2|1|1,4,princN11,0,0,,-43.666667,28.0
11,3|2|2|2|1|1,4,fakedeg,0,0,,-131.0,84.0
11,3|2|2|1|1|1|1,2,princN3,0,1,,,
11,3|2|2|1|1|1|1,2,princN7,0,0,,1.666667,-0.0
11,3|2|2|1|1|1|1,2,princN8,0,1,,,
11,3|2|2|1|1|1|1,2,princN11,0,0,,0.066667,0.0
11,3|2|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
11,3|2|2|1|1|1|1,3,princN3,0,1,,,
11,3|2|2|1|1|1|1,3,princN7,0,1,,,
11,3|2|2|1|1|1|1,3,princN8,0,0,,85.0,-51.961524
11,3|2|2|1|1|1|1,3,princN11,0,0,,21.25,-12.990381
11,3|2|2|1|1|1|1,3,fakedeg,0,0,,85.0,-51.961524
11,3|2|2|1|1|1|1,4,princN3,0,1,,,
11,3|2|2|1|1|1|1,4,princN7,0,0,,55.0,-50.0
11,3|2|2|1|1|1|1,4,princN8,0,1,,,
11,3|2|2|1|1|1|1,4,princN11,0,0,,18.333333,-16.666667
11,3|2|2|1|1|1|1,4,fakedeg,0,0,,55.0,-50.0
11,3|2|1|1|1|1|1|1,2,princN3,0,1,,,
11,3|2|1|1|1|1|1|1,2,princN8,0,1,,,
11,3|2|1|1|1|1|1|1,2,princN9,0,0,0,1.0,0.0
11,3|2|1|1|1|1|1|1,2,princN11,0,0,,0.166667,-0.0
11,3|2|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
11,3|2|1|1|1|1|1|1,3,princN3,0,1,,,
11,3|2|1|1|1|1|1|1,3,princN8,0,0,,-14.5,7.794229
11,3|2|1|1|1|1|1|1,3,princN9,0,1,,,
11,3|2|1|1|1|1|1|1,3,princN11,0,0,,-3.625,1.948557
11,3|2|1|1|1|1|1|1,3,fakedeg,0,0,,-14.5,7.794229
11,3|2|1|1|1|1|1|1,4,princN3,0,1,,,
11,3|2|1|1|1|1|1|1,4,princN8,0,1,,,
11,3|2|1|1|1|1|1|1,4,princN9,0,0,,-75.0,-44.0
11,3|2|1|1|1|1|1|1,4,princN11,0,1,,,
11,3|2|1|1|1|1|1|1,4,fakedeg,0,0,,-75.0,-44.0
11,3|1|1|1|1|1|1|1|1,2,princN3,0,1,,,
11,3|1|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,-0.0
11,3|1|1|1|1|1|1|1|1,2,princN10,0,1,,,
11,3|1|1|1|1|1|1|1|1,2,princN11,0,0,,0.166667,0.0
11,3|1|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,3|1|1|1|1|1|1|1|1,3,princN3,0,1,,,
11,3|1|1|1|1|1|1|1|1,3,princN9,0,1,,,
11,3|1|1|1|1|1|1|1|1,3,princN10,0,1,,,
11,3|1|1|1|1|1|1|1|1,3,princN11,0,1,,,
11,3|1|1|1|1|1|1|1|1,3,fakedeg,0,1,,,
11,3|1|1|1|1|1|1|1|1,4,princN3,0,1,,,
11,3|1|1|1|1|1|1|1|1,4,princN9,0,0,,25.0,0.0
11,3|1|1|1|1|1|1|1|1,4,princN10,0,1,,,
11,3|1|1|1|1|1|1|1|1,4,princN11,0,1,,,
11,3|1|1|1|1|1|1|1|1,4,fakedeg,0,0,,25.0,0.0
11,2|2|2|2|2|1,2,princN2,1,1,0,,
11,2|2|2|2|2|1,2,princN6,1,1,0,,
11,2|2|2|2|2|1,2,princN7,1,1,0,,
11,2|2|2|2|2|1,2,princN11,1,1,0,,
11,2|2|2|2|2|1,2,fakedeg,1,1,0,,
11,2|2|2|2|2|1,3,princN2,0,1,,,
11,2|2|2|2|2|1,3,princN6,0,1,,,
11,2|2|2|2|2|1,3,princN7,0,0,,0.75,-14.289419
11,2|2|2|2|2|1,3,princN11,0,1,,,
11,2|2|2|2|2|1,3,fakedeg,0,0,,0.5,-9.526279
11,2|2|2|2|2|1,4,princN2,0,1,,,
11,2|2|2|2|2|1,4,princN6,0,0,,-6.0,-20.0
11,2|2|2|2|2|1,4,princN7,0,1,,,
11,2|2|2|2|2|1,4,princN11,0,1,,,
11,2|2|2|2|2|1,4,fakedeg,0,0,,-3.0,-10.0
11,2|2|2|2|1|1|1,2,princN2,0,1,,,
11,2|2|2|2|1|1|1,2,princN7,0,0,,1.666667,-0.0
11,2|2|2|2|1|1|1,2,princN8,0,1,,,
11,2|2|2|2|1|1|1,2,princN11,0,0,,0.066667,-0.0
11,2|2|2|2|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,2|2|2|2|1|1|1,3,princN2,0,1,,,
11,2|2|2|2|1|1|1,3,princN7,0,0,,-2.25,19.485572
11,2|2|2|2|1|1|1,3,princN8,0,1,,,
11,2|2|2|2|1|1|1,3,princN11,0,1,,,
11,2|2|2|2|1|1|1,3,fakedeg,0,0,,-1.5,12.990381
11,2|2|2|2|1|1|1,4,princN2,0,1,,,
11,2|2|2|2|1|1|1,4,princN7,0,0,,-15.0,40.0
11,2|2|2|2|1|1|1,4,princN8,0,1,,,
11,2|2|2|2|1|1|1,4,princN11,0,0,,-5.0,13.333333
11,2|2|2|2|1|1|1,4,fakedeg,0,0,,-15.0,40.0
11,2|2|2|1|1|1|1|1,2,princN2,1,1,0,,
11,2|2|2|1|1|1|1|1,2,princN8,1,1,0,,
11,2|2|2|1|1|1|1|1,2,princN9,1,1,0,,
11,2|2|2|1|1|1|1|1,2,princN11,1,1,0,,
11,2|2|2|1|1|1|1|1,2,fakedeg,1,1,0,,
11,2|2|2|1|1|1|1|1,3,princN2,0,1,,,
11,2|2|2|1|1|1|1|1,3,princN8,0,0,,14.5,-5.196152
11,2|2|2|1|1|1|1|1,3,princN9,0,1,,,
11,2|2|2|1|1|1|1|1,3,princN11,0,0,,3.625,-1.299038
11,2|2|2|1|1|1|1|1,3,fakedeg,0,0,,14.5,-5.196152
11,2|2|2|1|1|1|1|1,4,princN2,0,1,,,
11,2|2|2|1|1|1|1|1,4,princN8,0,1,,,
11,2|2|2|1|1|1|1|1,4,princN9,0,1,,,
11,2|2|2|1|1|1|1|1,4,princN11,0,1,,,
11,2|2|2|1|1|1|1|1,4,fakedeg,0,0,,15.0,20.0
11,2|2|1|1|1|1|1|1|1,2,princN2,0,1,,,
11,2|2|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,-0.0
11,2|2|1|1|1|1|1|1|1,2,princN10,0,1,,,
11,2|2|1|1|1|1|1|1|1,2,princN11,0,0,,0.166667,-0.0
11,2|2|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
11,2|2|1|1|1|1|1|1|1,3,princN2,0,1,,,
11,2|2|1|1|1|1|1|1|1,3,princN9,0,1,,,
11,2|2|1|1|1|1|1|1|1,3,princN10,0,0,,4.0,-15.588457
11,2|2|1|1|1|1|1|1|1,3,princN11,0,1,,,
11,2|2|1|1|1|1|1|1|1,3,fakedeg,0,0,,4.0,-15.588457
11,2|2|1|1|1|1|1|1|1,4,princN2,0,1,,,
11,2|2|1|1|1|1|1|1|1,4,princN9,0,1,,,
11,2|2|1|1|1|1|1|1|1,4,princN10,0,1,,,
11,2|2|1|1|1|1|1|1|1,4,princN11,0,1,,,
11,2|2|1|1|1|1|1|1|1,4,fakedeg,0,1,,,
