n,lam,d,cand,Lzero,Rzero,shift_c,ratio_re,ratio_im
14,6|6|1|1,4,princN6,0,0,,-308.0,290.5
14,6|6|1|1,4,princN14,0,0,,-25.666667,24.208333
14,6|6|1|1,4,fakedeg,0,0,,-193.666667,-205.333333
14,6|5|3,2,princN3,0,0,,35.0,0.0
14,6|5|3,2,princN4,0,0,,17.5,0.0
14,6|5|3,2,princN6,0,0,,1.166667,0.0
14,6|5|3,2,princN14,0,0,,0.004252,0.0
14,6|5|3,2,fakedeg,0,0,0,1.0,0.0
14,6|5|3,3,princN3,0,1,,,
14,6|5|3,3,princN4,0,1,,,
14,6|5|3,3,princN6,0,1,,,
14,6|5|3,3,princN14,0,0,,-0.83,4.10496
14,6|5|3,3,fakedeg,0,0,,-20.75,102.62401
14,6|5|3,4,princN3,0,0,,-700.0,-1155.0
14,6|5|3,4,princN4,0,1,,,
14,6|5|3,4,princN6,0,0,,577.5,-350.0
14,6|5|3,4,princN14,0,0,,48.125,-29.166667
14,6|5|3,4,fakedeg,0,0,,385.0,-233.333333
14,6|5|2|1,2,princN4,1,1,0,,
14,6|5|2|1,2,princN5,1,1,0,,
14,6|5|2|1,2,princN6,1,1,0,,
14,6|5|2|1,2,princN14,1,1,0,,
14,6|5|2|1,2,fakedeg,1,1,0,,
14,6|5|2|1,3,princN4,0,1,,,
14,6|5|2|1,3,princN5,0,0,,95.0,-316.965298
14,6|5|2|1,3,princN6,0,1,,,
14,6|5|2|1,3,princN14,0,0,,1.9,-6.339306
14,6|5|2|1,3,fakedeg,0,0,,47.5,-158.482649
14,6|5|2|1,4,princN4,0,1,,,
14,6|5|2|1,4,princN5,0,1,,,
14,6|5|2|1,4,princN6,0,1,,,
14,6|5|2|1,4,princN14,0,1,,,
14,6|5|2|1,4,fakedeg,0,1,,,
14,6|5|1|1|1,2,princN5,0,0,,3.5,0.0
14,6|5|1|1|1,2,princN6,0,0,,3.5,-0.0
14,6|5|1|1|1,2,princN14,0,0,,0.005952,-0.0
14,6|5|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|5|1|1|1,3,princN5,0,0,,-44.5,97.860871
14,6|5|1|1|1,3,princN6,0,1,,,
14,6|5|1|1|1,3,princN14,0,0,,-0.89,1.957217
14,6|5|1|1|1,3,fakedeg,0,0,,-22.25,48.930435
14,6|5|1|1|1,4,princN5,0,0,,199.5,1330.0
14,6|5|1|1|1,4,princN6,0,0,,1330.0,-199.5
14,6|5|1|1|1,4,princN14,0,0,,110.833333,-16.625
14,6|5|1|1|1,4,fakedeg,0,0,,133.0,886.666667
14,6|4|4,2,princN3,0,0,,52.5,-0.0
14,6|4|4,2,princN4,0,0,,17.5,-0.0
14,6|4|4,2,princN6,0,0,,1.166667,0.0
14,6|4|4,2,princN14,0,0,,0.004252,-0.0
14,6|4|4,2,fakedeg,0,0,0,1.0,0.0
14,6|4|4,3,princN3,0,1,,,
14,6|4|4,3,princN4,0,1,,,
14,6|4|4,3,princN6,0,1,,,
14,6|4|4,3,princN14,0,1,,,
14,6|4|4,3,fakedeg,0,1,,,
14,6|4|4,4,princN3,0,1,,,
14,6|4|4,4,princN4,0,1,,,
14,6|4|4,4,princN6,0,0,,-315.0,157.5
14,6|4|4,4,princN14,0,0,,-26.25,13.125
14,6|4|4,4,fakedeg,0,0,,-105.0,-210.0
14,6|4|3|1,2,princN4,0,0,,17.5,-0.0
14,6|4|3|1,2,princN5,0,0,,7.0,-0.0
14,6|4|3|1,2,princN6,0,0,,1.166667,0.0
14,6|4|3|1,2,princN14,0,0,,0.004252,0.0
14,6|4|3|1,2,fakedeg,0,0,0,1.0,-0.0
14,6|4|3|1,3,princN4,0,1,,,
14,6|4|3|1,3,princN5,0,0,,-542.5,1623.797632
14,6|4|3|1,3,princN6,0,1,,,
14,6|4|3|1,3,princN14,0,0,,-10.85,32.475953
14,6|4|3|1,3,fakedeg,0,0,,-271.25,811.898816
14,6|4|3|1,4,princN4,0,1,,,
14,6|4|3|1,4,princN5,0,0,,105.0,2310.0
14,6|4|3|1,4,princN6,0,0,,1155.0,-52.5
14,6|4|3|1,4,princN14,0,0,,96.25,-4.375
14,6|4|3|1,4,fakedeg,0,0,,35.0,770.0
14,6|4|2|2,2,princN4,0,0,,35.0,-0.0
14,6|4|2|2,2,princN5,0,0,,7.0,-0.0
14,6|4|2|2,2,princN6,0,0,,1.75,-0.0
14,6|4|2|2,2,princN14,0,0,,0.00496,-0.0
14,6|4|2|2,2,fakedeg,0,0,0,1.0,-0.0
14,6|4|2|2,3,princN4,0,1,,,
14,6|4|2|2,3,princN5,0,1,,,
14,6|4|2|2,3,princN6,0,1,,,
14,6|4|2|2,3,princN14,0,1,,,
14,6|4|2|2,3,fakedeg,0,1,,,
14,6|4|2|2,4,princN4,0,1,,,
14,6|4|2|2,4,princN5,0,1,,,
14,6|4|2|2,4,princN6,0,1,,,
14,6|4|2|2,4,princN14,0,1,,,
14,6|4|2|2,4,fakedeg,0,1,,,
14,6|4|2|1|1,2,princN5,0,0,,7.0,0.0
14,6|4|2|1|1,2,princN6,0,0,,3.5,0.0
14,6|4|2|1|1,2,princN14,0,0,,0.005952,0.0
14,6|4|2|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|4|2|1|1,3,princN5,0,1,,,
14,6|4|2|1|1,3,princN6,0,1,,,
14,6|4|2|1|1,3,princN14,0,1,,,
14,6|4|2|1|1,3,fakedeg,0,1,,,
14,6|4|2|1|1,4,princN5,0,0,,963.0,-3924.0
14,6|4|2|1|1,4,princN6,0,0,,-1962.0,-481.5
14,6|4|2|1|1,4,princN14,0,0,,-163.5,-40.125
14,6|4|2|1|1,4,fakedeg,0,0,,321.0,-1308.0
14,6|4|1|1|1|1,2,princN6,0,0,,3.5,-0.0
14,6|4|1|1|1|1,2,princN7,0,0,,1.75,-0.0
14,6|4|1|1|1|1,2,princN14,0,0,,0.005952,-0.0
14,6|4|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,6|4|1|1|1|1,3,princN6,0,1,,,
14,6|4|1|1|1|1,3,princN7,0,1,,,
14,6|4|1|1|1|1,3,princN14,0,1,,,
14,6|4|1|1|1|1,3,fakedeg,0,1,,,
14,6|4|1|1|1|1,4,princN6,0,0,,1890.0,892.5
14,6|4|1|1|1|1,4,princN7,0,1,,,
14,6|4|1|1|1|1,4,princN14,0,0,,157.5,74.375
14,6|4|1|1|1|1,4,fakedeg,0,0,,-595.0,1260.0
14,6|3|3|2,2,princN4,0,0,,52.5,-0.0
14,6|3|3|2,2,princN5,0,0,,7.0,0.0
14,6|3|3|2,2,princN6,0,0,,2.333333,0.0
14,6|3|3|2,2,princN14,0,0,,0.005669,0.0
14,6|3|3|2,2,fakedeg,0,0,0,1.0,0.0
14,6|3|3|2,3,princN4,0,0,,701.5,870.355531
14,6|3|3|2,3,princN5,0,1,,,
14,6|3|3|2,3,princN6,0,1,,,
14,6|3|3|2,3,princN14,0,1,,,
14,6|3|3|2,3,fakedeg,0,0,,175.375,217.588883
14,6|3|3|2,4,princN4,0,1,,,
14,6|3|3|2,4,princN5,0,0,,1295.0,-3080.0
14,6|3|3|2,4,princN6,0,0,,-3080.0,-1295.0
14,6|3|3|2,4,princN14,0,0,,-171.111111,-71.944444
14,6|3|3|2,4,fakedeg,0,0,,431.666667,-1026.666667
14,6|3|3|1|1,2,princN5,0,0,,7.0,0.0
14,6|3|3|1|1,2,princN6,0,0,,4.666667,0.0
14,6|3|3|1|1,2,princN14,0,0,,0.006803,-0.0
14,6|3|3|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|3|3|1|1,3,princN5,0,0,,200.0,-422.620397
14,6|3|3|1|1,3,princN6,0,1,,,
14,6|3|3|1|1,3,princN14,0,0,,4.0,-8.452408
14,6|3|3|1|1,3,fakedeg,0,0,,100.0,-211.310199
14,6|3|3|1|1,4,princN5,0,1,,,
14,6|3|3|1|1,4,princN6,0,1,,,
14,6|3|3|1|1,4,princN14,0,1,,,
14,6|3|3|1|1,4,fakedeg,0,1,,,
14,6|3|2|2|1,2,princN5,0,0,,7.0,0.0
14,6|3|2|2|1,2,princN6,0,0,,7.0,0.0
14,6|3|2|2|1,2,princN14,0,0,,0.007937,0.0
14,6|3|2|2|1,2,fakedeg,0,0,0,1.0,0.0
14,6|3|2|2|1,3,princN5,0,1,,,
14,6|3|2|2|1,3,princN6,0,1,,,
14,6|3|2|2|1,3,princN14,0,1,,,
14,6|3|2|2|1,3,fakedeg,0,1,,,
14,6|3|2|2|1,4,princN5,0,0,,-4599.0,5838.0
14,6|3|2|2|1,4,princN6,0,0,,5838.0,4599.0
14,6|3|2|2|1,4,princN14,0,0,,324.333333,255.5
14,6|3|2|2|1,4,fakedeg,0,0,,-1533.0,1946.0
14,6|3|2|1|1|1,2,princN6,1,1,0,,
14,6|3|2|1|1|1,2,princN7,1,1,0,,
14,6|3|2|1|1|1,2,princN14,1,1,0,,
14,6|3|2|1|1|1,2,fakedeg,1,1,0,,
14,6|3|2|1|1|1,3,princN6,0,1,,,
14,6|3|2|1|1|1,3,princN7,0,1,,,
14,6|3|2|1|1|1,3,princN14,0,1,,,
14,6|3|2|1|1|1,3,fakedeg,0,1,,,
14,6|3|2|1|1|1,4,princN6,0,1,,,
14,6|3|2|1|1|1,4,princN7,0,1,,,
14,6|3|2|1|1|1,4,princN14,0,1,,,
14,6|3|2|1|1|1,4,fakedeg,0,1,,,
14,6|3|1|1|1|1|1,2,princN6,0,1,,,
14,6|3|1|1|1|1|1,2,princN7,0,0,,1.75,0.0
14,6|3|1|1|1|1|1,2,princN8,0,0,,1.75,0.0
14,6|3|1|1|1|1|1,2,princN14,0,0,,0.011905,0.0
14,6|3|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|3|1|1|1|1|1,3,princN6,0,1,,,
14,6|3|1|1|1|1|1,3,princN7,0,0,,-83.0,-154.152522
14,6|3|1|1|1|1|1,3,princN8,0,1,,,
14,6|3|1|1|1|1|1,3,princN14,0,1,,,
14,6|3|1|1|1|1|1,3,fakedeg,0,0,,-83.0,-154.152522
14,6|3|1|1|1|1|1,4,princN6,0,1,,,
14,6|3|1|1|1|1|1,4,princN7,0,1,,,
14,6|3|1|1|1|1|1,4,princN8,0,1,,,
14,6|3|1|1|1|1|1,4,princN14,0,0,,-490.0,-796.25
14,6|3|1|1|1|1|1,4,fakedeg,0,0,,3185.0,-1960.0
14,6|2|2|2|2,2,princN5,0,0,,21.0,0.0
14,6|2|2|2|2,2,princN6,0,0,,7.0,0.0
14,6|2|2|2|2,2,princN14,0,0,,0.007937,-0.0
14,6|2|2|2|2,2,fakedeg,0,0,0,1.0,0.0
14,6|2|2|2|2,3,princN5,0,0,,-83.75,180.566297
14,6|2|2|2|2,3,princN6,0,1,,,
14,6|2|2|2|2,3,princN14,0,0,,-1.046875,2.257079
14,6|2|2|2|2,3,fakedeg,0,0,,-20.9375,45.141574
14,6|2|2|2|2,4,princN5,0,0,,805.0,-462.0
14,6|2|2|2|2,4,princN6,0,0,,-462.0,-805.0
14,6|2|2|2|2,4,princN14,0,0,,-25.666667,-44.722222
14,6|2|2|2|2,4,fakedeg,0,0,,268.333333,-154.0
14,6|2|2|2|1|1,2,princN6,0,0,,7.0,0.0
14,6|2|2|2|1|1,2,princN7,0,0,,2.333333,0.0
14,6|2|2|2|1|1,2,princN14,0,0,,0.007937,0.0
14,6|2|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|2|2|2|1|1,3,princN6,0,1,,,
14,6|2|2|2|1|1,3,princN7,0,1,,,
14,6|2|2|2|1|1,3,princN14,0,1,,,
14,6|2|2|2|1|1,3,fakedeg,0,1,,,
14,6|2|2|2|1|1,4,princN6,0,0,,-1785.0,-3780.0
14,6|2|2|2|1|1,4,princN7,0,0,,-1260.0,595.0
14,6|2|2|2|1|1,4,princN14,0,0,,-99.166667,-210.0
14,6|2|2|2|1|1,4,fakedeg,0,0,,-595.0,-1260.0
14,6|2|2|1|1|1|1,2,princN6,0,1,,,
14,6|2|2|1|1|1|1,2,princN7,0,0,,2.333333,0.0
14,6|2|2|1|1|1|1,2,princN8,0,0,,1.75,0.0
14,6|2|2|1|1|1|1,2,princN14,0,0,,0.011905,-0.0
14,6|2|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|2|2|1|1|1|1,3,princN6,0,1,,,
14,6|2|2|1|1|1|1,3,princN7,0,1,,,
14,6|2|2|1|1|1|1,3,princN8,0,0,,100.0,-147.224319
14,6|2|2|1|1|1|1,3,princN14,0,0,,6.666667,-9.814955
14,6|2|2|1|1|1|1,3,fakedeg,0,0,,100.0,-147.224319
14,6|2|2|1|1|1|1,4,princN6,0,1,,,
14,6|2|2|1|1|1|1,4,princN7,0,0,,1810.0,-515.0
14,6|2|2|1|1|1|1,4,princN8,0,1,,,
14,6|2|2|1|1|1|1,4,princN14,0,0,,128.75,452.5
14,6|2|2|1|1|1|1,4,fakedeg,0,0,,515.0,1810.0
14,6|2|1|1|1|1|1|1,2,princN6,0,1,,,
14,6|2|1|1|1|1|1|1,2,princN8,0,0,,1.75,-0.0
14,6|2|1|1|1|1|1|1,2,princN9,0,0,0,1.0,-0.0
14,6|2|1|1|1|1|1|1,2,princN14,0,0,,0.011905,0.0
14,6|2|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|2|1|1|1|1|1|1,3,princN6,0,1,,,
14,6|2|1|1|1|1|1|1,3,princN8,0,0,,-19.25,27.2798
14,6|2|1|1|1|1|1|1,3,princN9,0,1,,,
14,6|2|1|1|1|1|1|1,3,princN14,0,0,,-1.283333,1.818653
14,6|2|1|1|1|1|1|1,3,fakedeg,0,0,,-19.25,27.2798
14,6|2|1|1|1|1|1|1,4,princN6,0,1,,,
14,6|2|1|1|1|1|1|1,4,princN8,0,1,,,
14,6|2|1|1|1|1|1|1,4,princN9,0,0,,-641.666667,0.0
14,6|2|1|1|1|1|1|1,4,princN14,0,0,,-0.0,160.416667
14,6|2|1|1|1|1|1|1,4,fakedeg,0,0,,-641.666667,0.0
14,6|1|1|1|1|1|1|1|1,2,princN6,0,1,,,
14,6|1|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,0.0
14,6|1|1|1|1|1|1|1|1,2,princN10,0,0,0,1.0,0.0
14,6|1|1|1|1|1|1|1|1,2,princN14,0,0,,0.027778,-0.0
14,6|1|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,6|1|1|1|1|1|1|1|1,3,princN6,0,1,,,
14,6|1|1|1|1|1|1|1|1,3,princN9,0,1,,,
14,6|1|1|1|1|1|1|1|1,3,princN10,0,1,,,
14,6|1|1|1|1|1|1|1|1,3,princN14,0,1,,,
14,6|1|1|1|1|1|1|1|1,3,fakedeg,0,1,,,
14,6|1|1|1|1|1|1|1|1,4,princN6,0,1,,,
14,6|1|1|1|1|1|1|1|1,4,princN9,0,0,,133.0,68.0
14,6|1|1|1|1|1|1|1|1,4,princN10,0,0,,68.0,-133.0
14,6|1|1|1|1|1|1|1|1,4,princN14,0,0,,17.0,-33.25
14,6|1|1|1|1|1|1|1|1,4,fakedeg,0,0,,133.0,68.0
14,5|5|4,2,princN3,0,0,,70.0,-0.0
14,5|5|4,2,princN4,0,0,,17.5,-0.0
14,5|5|4,2,princN5,0,0,,2.916667,-0.0
14,5|5|4,2,princN14,0,0,,0.004252,0.0
14,5|5|4,2,fakedeg,0,0,0,1.0,0.0
14,5|5|4,3,princN3,0,1,,,
14,5|5|4,3,princN4,0,0,,-169.5,-163.678801
14,5|5|4,3,princN5,0,1,,,
14,5|5|4,3,princN14,0,1,,,
14,5|5|4,3,fakedeg,0,0,,-28.25,-27.2798
14,5|5|4,4,princN3,0,0,,168.0,434.0
14,5|5|4,4,princN4,0,1,,,
14,5|5|4,4,princN5,0,1,,,
14,5|5|4,4,princN14,0,0,,-9.041667,3.5
14,5|5|4,4,fakedeg,0,0,,-72.333333,28.0
14,5|5|3|1,2,princN4,0,0,,17.5,-0.0
14,5|5|3|1,2,princN5,0,0,,8.75,-0.0
14,5|5|3|1,2,princN14,0,0,,0.004252,-0.0
14,5|5|3|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|5|3|1,3,princN4,0,1,,,
14,5|5|3|1,3,princN5,0,1,,,
14,5|5|3|1,3,princN14,0,1,,,
14,5|5|3|1,3,fakedeg,0,1,,,
14,5|5|3|1,4,princN4,0,1,,,
14,5|5|3|1,4,princN5,0,1,,,
14,5|5|3|1,4,princN14,0,0,,97.125,3.5
14,5|5|3|1,4,fakedeg,0,0,,777.0,28.0
14,5|5|2|2,2,princN4,0,0,,35.0,-0.0
14,5|5|2|2,2,princN5,0,0,,8.75,-0.0
14,5|5|2|2,2,princN14,0,0,,0.00496,0.0
14,5|5|2|2,2,fakedeg,0,0,0,1.0,-0.0
14,5|5|2|2,3,princN4,0,0,,217.5,285.788383
14,5|5|2|2,3,princN5,0,1,,,
14,5|5|2|2,3,princN14,0,1,,,
14,5|5|2|2,3,fakedeg,0,0,,36.25,47.631397
14,5|5|2|2,4,princN4,0,1,,,
14,5|5|2|2,4,princN5,0,1,,,
14,5|5|2|2,4,princN14,0,1,,,
14,5|5|2|2,4,fakedeg,0,1,,,
14,5|5|2|1|1,2,princN5,0,0,,8.75,-0.0
14,5|5|2|1|1,2,princN6,0,0,,3.5,-0.0
14,5|5|2|1|1,2,princN14,0,0,,0.005952,-0.0
14,5|5|2|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|5|2|1|1,3,princN5,0,0,,257.0,-475.447947
14,5|5|2|1|1,3,princN6,0,1,,,
14,5|5|2|1|1,3,princN14,0,0,,5.14,-9.508959
14,5|5|2|1|1,3,fakedeg,0,0,,128.5,-237.723973
14,5|5|2|1|1,4,princN5,0,1,,,
14,5|5|2|1|1,4,princN6,0,0,,-1767.5,-595.0
14,5|5|2|1|1,4,princN14,0,0,,-147.291667,-49.583333
14,5|5|2|1|1,4,fakedeg,0,0,,-1178.333333,-396.666667
14,5|5|1|1|1|1,2,princN5,0,1,,,
14,5|5|1|1|1|1,2,princN6,0,0,,3.5,-0.0
14,5|5|1|1|1|1,2,princN7,0,0,,2.1,-0.0
14,5|5|1|1|1|1,2,princN14,0,0,,0.005952,0.0
14,5|5|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|5|1|1|1|1,3,princN5,0,1,,,
14,5|5|1|1|1|1,3,princN6,0,1,,,
14,5|5|1|1|1|1,3,princN7,0,0,,-27.916667,-60.188766
14,5|5|1|1|1|1,3,princN14,0,1,,,
14,5|5|1|1|1|1,3,fakedeg,0,0,,-20.9375,-45.141574
14,5|5|1|1|1|1,4,princN5,0,1,,,
14,5|5|1|1|1|1,4,princN6,0,0,,402.5,231.0
14,5|5|1|1|1|1,4,princN7,0,0,,231.0,-402.5
14,5|5|1|1|1|1,4,princN14,0,0,,33.541667,19.25
14,5|5|1|1|1|1,4,fakedeg,0,0,,268.333333,154.0
14,5|4|4|1,2,princN4,0,0,,17.5,-0.0
14,5|4|4|1,2,princN5,0,0,,11.666667,-0.0
14,5|4|4|1,2,princN14,0,0,,0.004252,0.0
14,5|4|4|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|4|4|1,3,princN4,0,0,,442.5,553.390233
14,5|4|4|1,3,princN5,0,1,,,
14,5|4|4|1,3,princN14,0,1,,,
14,5|4|4|1,3,fakedeg,0,0,,73.75,92.231706
14,5|4|4|1,4,princN4,0,1,,,
14,5|4|4|1,4,princN5,0,0,,189.0,-1582.0
14,5|4|4|1,4,princN14,0,0,,-65.916667,-7.875
14,5|4|4|1,4,fakedeg,0,0,,63.0,-527.333333
14,5|4|3|2,2,princN4,1,1,0,,
14,5|4|3|2,2,princN5,1,1,0,,
14,5|4|3|2,2,princN14,1,1,0,,
14,5|4|3|2,2,fakedeg,1,1,0,,
14,5|4|3|2,3,princN4,0,0,,-448.5,-641.724824
14,5|4|3|2,3,princN5,0,1,,,
14,5|4|3|2,3,princN14,0,1,,,
14,5|4|3|2,3,fakedeg,0,0,,-74.75,-106.954137
14,5|4|3|2,4,princN4,0,1,,,
14,5|4|3|2,4,princN5,0,1,,,
14,5|4|3|2,4,princN14,0,1,,,
14,5|4|3|2,4,fakedeg,0,1,,,
14,5|4|3|1|1,2,princN5,1,1,0,,
14,5|4|3|1|1,2,princN6,1,1,0,,
14,5|4|3|1|1,2,princN14,1,1,0,,
14,5|4|3|1|1,2,fakedeg,1,1,0,,
14,5|4|3|1|1,3,princN5,0,0,,-475.0,857.36515
14,5|4|3|1|1,3,princN6,0,1,,,
14,5|4|3|1|1,3,princN14,0,0,,-9.5,17.147303
14,5|4|3|1|1,3,fakedeg,0,0,,-237.5,428.682575
14,5|4|3|1|1,4,princN5,0,1,,,
14,5|4|3|1|1,4,princN6,0,1,,,
14,5|4|3|1|1,4,princN14,0,1,,,
14,5|4|3|1|1,4,fakedeg,0,1,,,
14,5|4|2|2|1,2,princN5,1,1,0,,
14,5|4|2|2|1,2,princN6,1,1,0,,
14,5|4|2|2|1,2,princN14,1,1,0,,
14,5|4|2|2|1,2,fakedeg,1,1,0,,
14,5|4|2|2|1,3,princN5,0,1,,,
14,5|4|2|2|1,3,princN6,0,1,,,
14,5|4|2|2|1,3,princN14,0,1,,,
14,5|4|2|2|1,3,fakedeg,0,1,,,
14,5|4|2|2|1,4,princN5,0,1,,,
14,5|4|2|2|1,4,princN6,0,1,,,
14,5|4|2|2|1,4,princN14,0,1,,,
14,5|4|2|2|1,4,fakedeg,0,1,,,
14,5|4|2|1|1|1,2,princN5,0,1,,,
14,5|4|2|1|1|1,2,princN6,0,0,,3.5,-0.0
14,5|4|2|1|1|1,2,princN7,0,0,,3.5,-0.0
14,5|4|2|1|1|1,2,princN14,0,0,,0.005952,-0.0
14,5|4|2|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|4|2|1|1|1,3,princN5,0,1,,,
14,5|4|2|1|1|1,3,princN6,0,1,,,
14,5|4|2|1|1|1,3,princN7,0,1,,,
14,5|4|2|1|1|1,3,princN14,0,1,,,
14,5|4|2|1|1|1,3,fakedeg,0,1,,,
14,5|4|2|1|1|1,4,princN5,0,1,,,
14,5|4|2|1|1|1,4,princN6,0,0,,-2299.5,-2919.0
14,5|4|2|1|1|1,4,princN7,0,0,,-2919.0,2299.5
14,5|4|2|1|1|1,4,princN14,0,0,,-191.625,-243.25
14,5|4|2|1|1|1,4,fakedeg,0,0,,-1533.0,-1946.0
14,5|4|1|1|1|1|1,2,princN5,1,1,0,,
14,5|4|1|1|1|1|1,2,princN7,1,1,0,,
14,5|4|1|1|1|1|1,2,princN8,1,1,0,,
14,5|4|1|1|1|1|1,2,princN14,1,1,0,,
14,5|4|1|1|1|1|1,2,fakedeg,1,1,0,,
14,5|4|1|1|1|1|1,3,princN5,0,1,,,
14,5|4|1|1|1|1|1,3,princN7,0,0,,34.333333,91.798693
14,5|4|1|1|1|1|1,3,princN8,0,1,,,
14,5|4|1|1|1|1|1,3,princN14,0,1,,,
14,5|4|1|1|1|1|1,3,fakedeg,0,0,,25.75,68.84902
14,5|4|1|1|1|1|1,4,princN5,0,1,,,
14,5|4|1|1|1|1|1,4,princN7,0,1,,,
14,5|4|1|1|1|1|1,4,princN8,0,1,,,
14,5|4|1|1|1|1|1,4,princN14,0,1,,,
14,5|4|1|1|1|1|1,4,fakedeg,0,1,,,
14,5|3|3|3,2,princN4,0,0,,52.5,-0.0
14,5|3|3|3,2,princN5,0,0,,17.5,-0.0
14,5|3|3|3,2,princN14,0,0,,0.005669,-0.0
14,5|3|3|3,2,fakedeg,0,0,0,1.0,-0.0
14,5|3|3|3,3,princN4,0,0,,246.0,410.496041
14,5|3|3|3,3,princN5,0,1,,,
14,5|3|3|3,3,princN14,0,1,,,
14,5|3|3|3,3,fakedeg,0,0,,20.5,34.208003
14,5|3|3|3,4,princN4,0,1,,,
14,5|3|3|3,4,princN5,0,1,,,
14,5|3|3|3,4,princN14,0,0,,-40.833333,-50.555556
14,5|3|3|3,4,fakedeg,0,0,,-245.0,-303.333333
14,5|3|3|2|1,2,princN5,1,1,0,,
14,5|3|3|2|1,2,princN6,1,1,0,,
14,5|3|3|2|1,2,princN14,1,1,0,,
14,5|3|3|2|1,2,fakedeg,1,1,0,,
14,5|3|3|2|1,3,princN5,0,1,,,
14,5|3|3|2|1,3,princN6,0,1,,,
14,5|3|3|2|1,3,princN14,0,1,,,
14,5|3|3|2|1,3,fakedeg,0,0,,-237.5,-428.682575
14,5|3|3|2|1,4,princN5,0,1,,,
14,5|3|3|2|1,4,princN6,0,1,,,
14,5|3|3|2|1,4,princN14,0,1,,,
14,5|3|3|2|1,4,fakedeg,0,1,,,
14,5|3|3|1|1|1,2,princN5,0,1,,,
14,5|3|3|1|1|1,2,princN6,0,0,,4.666667,-0.0
14,5|3|3|1|1|1,2,princN7,0,0,,3.5,-0.0
14,5|3|3|1|1|1,2,princN14,0,0,,0.006803,0.0
14,5|3|3|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|3|3|1|1|1,3,princN5,0,1,,,
14,5|3|3|1|1|1,3,princN6,0,1,,,
14,5|3|3|1|1|1,3,princN7,0,0,,200.0,422.620397
14,5|3|3|1|1|1,3,princN14,0,1,,,
14,5|3|3|1|1|1,3,fakedeg,0,0,,100.0,211.310199
14,5|3|3|1|1|1,4,princN5,0,1,,,
14,5|3|3|1|1|1,4,princN6,0,1,,,
14,5|3|3|1|1|1,4,princN7,0,1,,,
14,5|3|3|1|1|1,4,princN14,0,1,,,
14,5|3|3|1|1|1,4,fakedeg,0,1,,,
14,5|3|2|2|2,2,princN5,0,0,,35.0,-0.0
14,5|3|2|2|2,2,princN6,0,0,,7.0,-0.0
14,5|3|2|2|2,2,princN14,0,0,,0.007937,0.0
14,5|3|2|2|2,2,fakedeg,0,0,0,1.0,0.0
14,5|3|2|2|2,3,princN5,0,1,,,
14,5|3|2|2|2,3,princN6,0,1,,,
14,5|3|2|2|2,3,princN14,0,1,,,
14,5|3|2|2|2,3,fakedeg,0,0,,128.5,237.723973
14,5|3|2|2|2,4,princN5,0,0,,-3535.0,1190.0
14,5|3|2|2|2,4,princN6,0,0,,1190.0,3535.0
14,5|3|2|2|2,4,princN14,0,0,,66.111111,196.388889
14,5|3|2|2|2,4,fakedeg,0,0,,-1178.333333,396.666667
14,5|3|2|2|1|1,2,princN5,0,1,,,
14,5|3|2|2|1|1,2,princN6,0,0,,7.0,-0.0
14,5|3|2|2|1|1,2,princN7,0,0,,3.5,-0.0
14,5|3|2|2|1|1,2,princN14,0,0,,0.007937,-0.0
14,5|3|2|2|1|1,2,fakedeg,0,0,0,1.0,-0.0
14,5|3|2|2|1|1,3,princN5,0,1,,,
14,5|3|2|2|1|1,3,princN6,0,1,,,
14,5|3|2|2|1|1,3,princN7,0,1,,,
14,5|3|2|2|1|1,3,princN14,0,1,,,
14,5|3|2|2|1|1,3,fakedeg,0,1,,,
14,5|3|2|2|1|1,4,princN5,0,1,,,
14,5|3|2|2|1|1,4,princN6,0,0,,963.0,3924.0
14,5|3|2|2|1|1,4,princN7,0,0,,1962.0,-481.5
14,5|3|2|2|1|1,4,princN14,0,0,,53.5,218.0
14,5|3|2|2|1|1,4,fakedeg,0,0,,321.0,1308.0
14,5|3|2|1|1|1|1,2,princN5,0,1,,,
14,5|3|2|1|1|1|1,2,princN7,0,0,,3.5,0.0
14,5|3|2|1|1|1|1,2,princN8,0,0,,1.75,0.0
14,5|3|2|1|1|1|1,2,princN14,0,0,,0.011905,0.0
14,5|3|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
14,5|3|2|1|1|1|1,3,princN5,0,1,,,
