m,lam,j,Mj,v2Mj,v2binom,val,f,v2f,jbits,mbits,in_Jstar,core4,quot4,quotsize
11,5|3|2|2|2|1|1|1|1|1|1|1|1,4,8211294,1,1,8,46216170,1,100,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,5,5212530,1,1,9,46216170,1,101,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,6,3278475,0,1,8,46216170,1,110,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,7,2042523,0,1,9,46216170,1,111,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,8,1260015,0,0,8,46216170,1,1000,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,9,769284,2,0,13,46216170,1,1001,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,10,464535,0,0,10,46216170,1,1010,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|2|1|1|1|1|1|1|1|1,11,277200,4,0,19,46216170,1,1011,1011,0,2,2;;;1|1|1,2|0|0|3
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,0,16414860,2,0,4,16414860,2,0,1011,1,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,1,11156420,2,0,5,16414860,2,1,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,2,7500196,2,0,6,16414860,2,10,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,3,4986960,4,0,11,16414860,2,11,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,4,3279221,0,1,6,16414860,2,100,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,5,2132185,0,1,7,16414860,2,101,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,6,1370655,0,1,8,16414860,2,110,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,7,870926,1,1,11,16414860,2,111,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,8,546820,2,0,12,16414860,2,1000,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,9,339096,3,0,15,16414860,2,1001,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,10,207560,3,0,16,16414860,2,1010,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|2|1|1|1|1|1|1|1|1|1|1,11,125290,1,0,13,16414860,2,1011,1011,0,1|1,1;1;1|1|1;,1|1|3|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,0,3828825,0,0,0,3828825,0,0,1011,1,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,1,2701725,0,0,1,3828825,0,1,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,2,1882920,3,0,8,3828825,0,10,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,3,1295580,2,0,7,3828825,0,11,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,4,879788,2,1,10,3828825,0,100,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,5,589420,2,1,11,3828825,0,101,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,6,389460,2,1,12,3828825,0,110,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,7,253715,0,1,9,3828825,0,111,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,8,162895,0,0,8,3828825,0,1000,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,9,103023,0,0,9,3828825,0,1001,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,10,64140,2,0,14,3828825,0,1010,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1,11,39270,1,0,13,3828825,0,1011,1011,0,1|1,1;1|1|1|1;;,1|4|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,474012,2,0,4,474012,2,0,1011,1,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,348840,3,0,7,474012,2,1,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,253368,3,0,8,474012,2,10,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3,181476,2,0,7,474012,2,11,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,4,128079,0,1,6,474012,2,100,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,5,88998,1,1,9,474012,2,101,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,6,60840,3,1,14,474012,2,110,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,7,40887,0,1,9,474012,2,111,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,8,26994,1,0,10,474012,2,1000,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,9,17496,3,0,15,474012,2,1001,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,10,11124,2,0,14,474012,2,1010,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,11,6930,1,0,13,474012,2,1011,1011,0,2,2|1|1|1;;;,5|0|0|0
11,5|2|2|2|2|2|2|2|2|1,0,15242370,1,0,2,15242370,1,0,1011,1,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,1,9699690,1,0,3,15242370,1,1,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,2,6155292,2,0,6,15242370,1,10,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,3,3892460,2,0,7,15242370,1,11,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,4,2451163,0,1,6,15242370,1,100,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,5,1535875,0,1,7,15242370,1,101,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,6,956755,0,1,8,15242370,1,110,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,7,591943,0,1,9,15242370,1,111,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,8,363325,0,0,8,15242370,1,1000,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,9,220929,0,0,9,15242370,1,1001,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,10,132870,1,0,12,15242370,1,1010,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|2|1,11,78870,1,0,13,15242370,1,1011,1011,0,1|1,1|1|1;;1|1;,3|0|2|0
11,5|2|2|2|2|2|2|2|1|1|1,0,22573824,8,0,16,22573824,8,0,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,1,14511744,7,0,15,22573824,8,1,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,2,9292608,6,0,14,22573824,8,10,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,3,5924256,5,0,13,22573824,8,11,1011,1,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,4,3757936,4,1,14,22573824,8,100,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,5,2370208,5,1,17,22573824,8,101,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,6,1485248,6,1,20,22573824,8,110,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,7,923804,2,1,13,22573824,8,111,1011,1,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,8,569696,5,0,18,22573824,8,1000,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,9,347856,4,0,17,22573824,8,1001,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,10,209952,5,0,20,22573824,8,1010,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|2|1|1|1,11,124992,6,0,23,22573824,8,1011,1011,0,5|2|2|2|1|1|1,;2;;,0|2|0|0
11,5|2|2|2|2|2|2|1|1|1|1|1,0,20369349,0,0,0,20369349,0,0,1011,1,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,1,13315029,0,0,1,20369349,0,1,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,2,8655465,0,0,2,20369349,0,10,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,3,5593497,0,0,3,20369349,0,11,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,4,3591952,4,1,14,20369349,0,100,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,5,2290796,2,1,11,20369349,0,101,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,6,1449921,0,1,8,20369349,0,110,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,7,909965,0,1,9,20369349,0,111,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,8,565663,0,0,8,20369349,0,1000,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,9,347823,0,0,9,20369349,0,1001,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,10,211197,0,0,10,20369349,0,1010,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|2|1|1|1|1|1,11,126357,0,0,11,20369349,0,1011,1011,0,1|1,1|1|1|1;;1;,4|0|1|0
11,5|2|2|2|2|2|1|1|1|1|1|1|1,0,13108480,8,0,16,13108480,8,0,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,1,8767360,7,0,15,13108480,8,1,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,2,5819968,6,0,14,13108480,8,10,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,3,3833760,5,0,13,13108480,8,11,1011,1,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,4,2505216,9,1,24,13108480,8,100,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,5,1623240,3,1,13,13108480,8,101,1011,1,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,6,1042240,6,1,20,13108480,8,110,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,7,662592,6,1,21,13108480,8,111,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,8,416640,7,0,22,13108480,8,1000,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,9,258776,3,0,15,13108480,8,1001,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,10,158480,4,0,18,13108480,8,1010,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|2|1|1|1|1|1|1|1,11,95480,3,0,17,13108480,8,1011,1011,0,5|2|1|1|1,;;;2|1,0|0|0|3
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,0,6217750,1,0,2,6217750,1,0,1011,1,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,1,4279750,1,0,3,6217750,1,1,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,2,2918050,1,0,4,6217750,1,10,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,3,1970450,1,0,5,6217750,1,11,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,4,1317365,0,1,6,6217750,1,100,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,5,871625,0,1,7,6217750,1,101,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,6,570400,5,1,18,6217750,1,110,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,7,368900,2,1,13,6217750,1,111,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,8,235535,0,0,8,6217750,1,1000,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,9,148255,0,0,9,6217750,1,1001,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,10,91825,0,0,10,6217750,1,1010,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|2|1|1|1|1|1|1|1|1|1,11,55825,0,0,11,6217750,1,1011,1011,0,1|1,1|1;;1|1|1;,2|0|3|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,0,2154240,8,0,16,2154240,8,0,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,1,1534080,7,0,15,2154240,8,1,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,2,1080384,6,0,14,2154240,8,10,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,3,752160,5,0,13,2154240,8,11,1011,1,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,4,517424,4,1,14,2154240,8,100,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,5,351520,5,1,17,2154240,8,101,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,6,235680,5,1,18,2154240,8,110,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,7,155804,2,1,13,2154240,8,111,1011,1,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,8,101440,6,0,20,2154240,8,1000,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,9,64944,4,0,17,2154240,8,1001,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,10,40800,5,0,20,2154240,8,1010,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,11,25080,3,0,17,2154240,8,1011,1011,0,5|2|2|2|1|1|1,;1|1;;,0|2|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,0,522291,0,0,0,522291,0,0,1011,1,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,1,386631,0,0,1,522291,0,1,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,2,282744,3,0,8,522291,0,10,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,3,204120,3,0,9,522291,0,11,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,4,145355,0,1,6,522291,0,100,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,5,102011,0,1,7,522291,0,101,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,6,70486,1,1,10,522291,0,110,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,7,47894,1,1,11,522291,0,111,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,8,31955,0,0,8,522291,0,1000,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,9,20895,0,0,9,522291,0,1001,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,10,13356,2,0,14,522291,0,1010,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,11,8316,2,0,15,522291,0,1011,1011,0,1|1,1|1|1|1|1;;;,5|0|0|0
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,80256,7,0,14,80256,7,0,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,62016,6,0,13,80256,7,1,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,47328,5,0,12,80256,7,10,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3,35632,4,0,11,80256,7,11,1011,1,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,4,26432,6,1,18,80256,7,100,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,5,19292,2,1,11,80256,7,101,1011,1,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,6,13832,3,1,14,80256,7,110,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,7,9724,2,1,13,80256,7,111,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,8,6688,5,0,18,80256,7,1000,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,9,4488,3,0,15,80256,7,1001,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,10,2928,4,0,18,80256,7,1010,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,11,1848,3,0,17,80256,7,1011,1011,0,5|2|1|1|1,;;;1|1|1,0|0|0|3
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,5985,0,0,0,5985,0,0,1011,1,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,4845,0,0,1,5985,0,1,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,3876,2,0,6,5985,0,10,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3,3060,2,0,7,5985,0,11,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,4,2380,2,1,10,5985,0,100,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,5,1820,2,1,11,5985,0,101,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,6,1365,0,1,8,5985,0,110,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,7,1001,0,1,9,5985,0,111,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,8,715,0,0,8,5985,0,1000,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,9,495,0,0,9,5985,0,1001,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,10,330,1,0,12,5985,0,1010,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,5|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,11,210,1,0,13,5985,0,1011,1011,0,1|1,1;;1|1|1|1;,1|0|4|0
11,4|4|4|4|4|2,0,64017954,1,0,2,64017954,1,0,1011,1,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,1,34641750,1,0,3,64017954,1,1,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,2,18815940,2,0,6,64017954,1,10,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,3,10257390,1,0,5,64017954,1,11,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,4,5611463,0,1,6,64017954,1,100,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,5,3080187,0,1,7,64017954,1,101,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,6,1696170,1,1,10,64017954,1,110,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,7,936880,4,1,17,64017954,1,111,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,8,518985,0,0,8,64017954,1,1000,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,9,288279,0,0,9,64017954,1,1001,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,10,160536,3,0,16,64017954,1,1010,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|2,11,89595,0,0,11,64017954,1,1011,1011,0,1|1,;1;2;1|1,0|1|2|2
11,4|4|4|4|4|1|1,0,85357272,3,0,6,85357272,3,0,1011,1,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,1,46558512,4,0,9,85357272,3,1,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,2,25467156,2,0,6,85357272,3,10,1011,1,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,3,13970528,5,0,13,85357272,3,11,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,4,7685964,2,1,10,85357272,3,100,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,5,4240500,2,1,11,85357272,3,101,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,6,2346035,0,1,8,85357272,3,110,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,7,1301398,1,1,11,85357272,3,111,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,8,723772,2,0,12,85357272,3,1000,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,9,403512,3,0,15,85357272,3,1001,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,10,225462,1,0,12,85357272,3,1010,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|4|1|1,11,126192,4,0,19,85357272,3,1011,1011,0,4|1|1,1;2;1;,1|2|1|0
11,4|4|4|4|3|3,0,76211850,1,0,2,76211850,1,0,1011,1,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,1,41570100,2,0,5,76211850,1,1,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,2,22754160,4,0,10,76211850,1,10,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,3,12496770,1,0,5,76211850,1,11,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,4,6885307,0,1,6,76211850,1,100,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,5,3805120,6,1,19,76211850,1,101,1011,0,2,1;;1|1;2,1|0|2|2
11,4|4|4|4|3|3,6,2108950,1,1,10,76211850,1,110,1011,0,2,1;;1|1;2,1|0|2|2
